年度,チーム,,投　手,登板,勝利,敗北,セ｜ブ,ホ｜ル,ＨＰ,完投,完封勝,無四球,勝率,打者,投球回,,安打,本塁打,四球,故意四,死球,三振,暴投,ボ｜ク,失点,自責点,防御率
2005,東北楽天ゴールデンイーグルス,,戸叶　尚,12,0,0,0,1,1,0,0,0,0,47,12,,6,2,5,0,2,15,1,0,7,7,5.25
2005,東北楽天ゴールデンイーグルス,,徳元　敏,8,0,0,0,0,0,0,0,0,0,49,8,0.2,11,0,12,0,2,1,0,0,8,8,8.31
2005,東北楽天ゴールデンイーグルス,,福盛　和男,49,4,3,11,3,7,0,0,0,0.571,286,63,,75,5,24,7,2,36,4,0,26,25,3.57
2005,東北楽天ゴールデンイーグルス,,藤崎　紘範,5,0,3,0,0,0,0,0,0,0,77,16,0.1,25,3,6,1,0,8,2,0,16,15,8.27
2005,東北楽天ゴールデンイーグルス,,ホッジス,18,2,12,0,0,0,0,0,0,0.143,446,95,,116,12,51,1,9,42,3,1,73,68,6.44
2005,東北楽天ゴールデンイーグルス,,マイエット,3,0,0,0,0,0,0,0,0,0,24,4,0.1,8,2,3,0,1,3,1,0,10,10,20.77
2005,東北楽天ゴールデンイーグルス,,矢野　英司,5,0,2,0,0,0,0,0,0,0,44,9,,14,2,4,0,1,4,2,0,10,9,9
2005,東北楽天ゴールデンイーグルス,,山村　宏樹,16,2,7,0,0,0,1,0,0,0.222,277,60,0.2,77,11,20,1,3,26,1,0,40,38,5.64
2005,東北楽天ゴールデンイーグルス,*,吉田　豊彦,50,2,2,1,12,14,0,0,0,0.5,201,47,0.2,48,2,7,2,5,43,3,0,22,18,3.4
2005,東北楽天ゴールデンイーグルス,*,ラス,23,3,9,0,0,0,0,0,0,0.25,417,91,,118,10,28,2,2,57,3,5,68,64,6.33
2005,東北楽天ゴールデンイーグルス,*,渡邉　恒樹,17,1,2,0,0,1,0,0,0,0.333,110,28,,19,1,12,1,0,23,4,0,7,6,1.93
2005,北海道日本ハムファイターズ,,井場　友和,22,1,1,0,2,3,0,0,0,0.5,94,20,0.2,22,0,15,0,0,15,4,0,12,11,4.79
2005,北海道日本ハムファイターズ,,入来　祐作,28,6,7,0,0,1,2,1,0,0.462,658,150,0.2,147,16,65,2,8,122,3,0,70,56,3.35
2005,北海道日本ハムファイターズ,,岩本　勉,10,2,2,0,0,2,0,0,0,0.5,95,22,0.2,26,7,3,0,1,16,1,0,15,15,5.96
2005,北海道日本ハムファイターズ,,江尻　慎太郎,17,6,4,0,0,0,1,1,0,0.6,383,84,,109,9,31,2,5,49,5,0,59,54,5.79
2005,北海道日本ハムファイターズ,,押本　健彦,11,0,1,0,0,0,0,0,0,0,139,29,0.1,46,6,13,1,0,18,2,0,25,22,6.75
2005,北海道日本ハムファイターズ,,金村　曉,25,13,10,0,0,0,4,0,1,0.565,730,174,,186,21,54,3,2,96,3,1,73,70,3.62
2005,北海道日本ハムファイターズ,,鎌倉　健,19,7,5,0,0,0,0,0,0,0.583,398,92,,107,15,22,1,2,40,1,0,45,38,3.72
2005,北海道日本ハムファイターズ,,菊地　和正,1,0,0,0,0,0,0,0,0,0,3,1,,0,0,0,0,0,1,0,0,0,0,0
2005,北海道日本ハムファイターズ,*,佐々木　貴賀,6,0,0,0,0,0,0,0,0,0,43,9,0.2,7,0,9,0,0,8,0,0,3,3,2.79
2005,北海道日本ハムファイターズ,*,正田　樹,12,2,6,0,0,0,0,0,0,0.25,288,60,0.1,79,8,36,0,0,31,5,0,49,42,6.27
2005,北海道日本ハムファイターズ,*,須永　英輝,1,0,0,0,0,0,0,0,0,0,30,9,,4,0,2,0,0,6,0,0,0,0,0
2005,北海道日本ハムファイターズ,,ダルビッシュ　有,14,5,5,0,0,0,2,1,0,0.5,410,94,0.1,97,7,48,1,3,52,2,0,37,37,3.53
2005,北海道日本ハムファイターズ,,武田　久,23,2,0,2,5,7,0,0,0,1,124,34,0.1,23,1,4,1,1,21,0,0,3,3,0.79
2005,北海道日本ハムファイターズ,,立石　尚行,28,5,1,0,4,7,0,0,0,0.833,301,72,0.2,77,7,18,0,3,47,3,0,22,18,2.23
2005,北海道日本ハムファイターズ,,建山　義紀,45,4,6,2,10,14,0,0,0,0.4,211,51,0.1,50,10,8,1,2,35,1,0,22,21,3.68
2005,北海道日本ハムファイターズ,*,トーマス,38,1,5,1,6,7,0,0,0,0.167,236,48,0.1,54,1,39,3,5,51,0,2,30,25,4.66
2005,北海道日本ハムファイターズ,,ナイト,8,0,2,0,0,0,0,0,0,0,62,11,0.1,20,3,7,0,1,14,1,0,18,14,11.12
2005,北海道日本ハムファイターズ,,橋本　義隆,20,0,2,0,1,1,0,0,0,0,94,21,,21,3,10,0,1,14,2,0,12,9,3.86
2005,北海道日本ハムファイターズ,,ＭＩＣＨＥＡＬ,32,3,0,1,9,12,0,0,0,1,175,46,0.2,32,2,8,1,2,47,1,0,12,12,2.31
2005,北海道日本ハムファイターズ,,ミラバル,3,0,3,0,0,0,0,0,0,0,82,16,0.1,22,2,8,0,3,10,0,0,16,14,7.71
2005,北海道日本ハムファイターズ,,矢野　諭,24,0,1,0,2,2,0,0,0,0,105,25,,23,3,7,0,1,8,0,0,14,13,4.68
2005,北海道日本ハムファイターズ,,横山　道哉,48,1,4,12,3,4,0,0,0,0.2,225,50,0.1,49,5,21,0,4,46,5,0,27,25,4.47
2005,北海道日本ハムファイターズ,*,吉崎　勝,40,1,2,0,8,9,0,0,0,0.333,188,41,0.2,50,4,21,0,2,11,0,0,20,18,3.89
2005,北海道日本ハムファイターズ,*,リー,9,3,4,0,0,0,0,0,0,0.429,228,55,0.1,51,6,18,0,1,29,2,2,22,21,3.42
2005,埼玉西武ライオンズ,,青木　勇人,6,0,0,0,0,0,0,0,0,0,35,6,0.2,16,1,1,0,1,3,0,0,8,8,10.8
2005,埼玉西武ライオンズ,,東　和政,3,0,0,0,0,0,0,0,0,0,49,10,,15,3,5,0,0,5,0,0,7,7,6.3
2005,埼玉西武ライオンズ,,石井　貴,7,2,4,0,0,1,0,0,0,0.333,134,28,,42,4,11,0,1,8,0,1,27,25,8.04
2005,埼玉西武ライオンズ,,大沼　幸二,31,5,7,1,1,3,1,0,0,0.417,331,69,0.2,80,15,41,0,2,59,4,1,55,48,6.2
2005,埼玉西武ライオンズ,,岡本　篤志,3,0,1,0,0,0,0,0,0,0,36,5,0.1,13,3,7,0,0,4,0,0,14,12,20.25
2005,埼玉西武ライオンズ,,長田　秀一郎,9,0,0,0,2,2,0,0,0,0,71,14,0.2,18,6,11,0,0,11,1,0,15,15,9.2
2005,埼玉西武ライオンズ,,小野寺　力,30,1,2,0,1,2,0,0,0,0.333,184,42,,50,5,11,0,1,30,0,0,21,20,4.29
2005,埼玉西武ライオンズ,,河原　純一,20,2,11,0,0,0,0,0,0,0.154,428,97,,106,15,34,1,5,54,4,0,66,58,5.38
2005,埼玉西武ライオンズ,,芝崎　和広,8,0,0,0,0,0,0,0,0,0,59,13,0.1,11,2,6,0,3,7,0,0,6,4,2.7
2005,埼玉西武ライオンズ,,許　銘傑,4,0,0,0,1,1,0,0,0,0,27,5,0.2,9,2,4,0,0,4,0,0,4,4,6.35
2005,埼玉西武ライオンズ,,正津　英志,36,0,2,0,7,7,0,0,0,0,156,37,,36,3,10,2,1,35,0,0,24,21,5.11
2005,埼玉西武ライオンズ,,田崎　昌弘,4,0,0,0,0,0,0,0,0,0,31,5,0.1,11,3,3,0,1,4,0,0,10,10,16.88
2005,埼玉西武ライオンズ,,豊田　清,35,3,1,19,3,6,0,0,0,0.75,150,34,,42,4,6,0,0,31,0,0,17,15,3.97
2005,埼玉西武ライオンズ,,西口　文也,25,17,5,0,0,0,3,1,0,0.773,701,172,,157,13,34,0,9,137,5,0,55,53,2.77
2005,埼玉西武ライオンズ,*,帆足　和幸,26,13,8,0,0,0,3,2,0,0.619,677,158,0.2,179,13,31,1,8,121,4,0,81,71,4.03
2005,埼玉西武ライオンズ,*,星野　智樹,56,1,2,1,15,16,0,0,0,0.333,176,37,0.2,35,4,22,2,5,40,1,0,16,13,3.11
2005,埼玉西武ライオンズ,,松坂　大輔,28,14,13,0,0,0,15,3,3,0.519,868,215,,172,13,49,0,10,226,9,0,63,55,2.3
2005,埼玉西武ライオンズ,*,三井　浩二,28,1,2,0,2,3,0,0,0,0.333,174,40,,43,5,13,0,3,42,1,0,22,22,4.95
2005,埼玉西武ライオンズ,,宮越　徹,21,4,1,0,1,3,0,0,0,0.8,247,61,,47,9,17,1,1,47,3,0,23,19,2.8
2005,埼玉西武ライオンズ,,森　慎二,48,2,2,5,17,19,0,0,0,0.5,214,49,,44,5,19,0,3,60,0,0,24,23,4.22
2005,埼玉西武ライオンズ,,山岸　穣,14,1,1,0,0,1,0,0,0,0.5,142,35,,23,5,11,0,6,28,0,0,15,11,2.83
2005,埼玉西武ライオンズ,*,山崎　敏,5,0,0,0,0,0,0,0,0,0,51,8,0.2,16,2,6,0,1,7,1,0,12,11,11.42
2005,埼玉西武ライオンズ,,ライト,2,0,1,0,0,0,0,0,0,0,12,1,0.1,6,1,2,0,0,0,0,0,6,6,40.5
2005,埼玉西武ライオンズ,,涌井　秀章,13,1,6,0,0,0,0,0,0,0.143,253,55,0.1,62,11,23,0,4,57,2,0,45,45,7.32
2005,横浜ベイスターズ,*,飯田　龍一郎,1,0,0,0,0,0,0,0,0,0,3,1,,1,0,0,0,0,0,0,0,0,0,0
2005,横浜ベイスターズ,,牛田　成樹,2,0,0,0,0,0,0,0,0,0,6,1,0.1,2,0,0,0,0,1,0,0,0,0,0
2005,横浜ベイスターズ,,加藤　武治,46,4,6,0,9,12,0,0,0,0.4,372,90,0.1,89,13,17,0,5,85,1,0,34,33,3.29
2005,横浜ベイスターズ,,門倉　健,29,11,8,0,0,0,4,1,1,0.579,832,197,0.2,175,19,76,1,6,177,6,0,80,74,3.37
2005,横浜ベイスターズ,,川村　丈夫,56,6,6,0,30,36,0,0,0,0.5,285,70,,62,6,17,3,0,63,0,0,21,18,2.31
2005,横浜ベイスターズ,,岸本　秀樹,15,0,0,0,0,0,0,0,0,0,84,19,0.1,17,2,13,0,1,11,0,0,10,10,4.66
2005,横浜ベイスターズ,,木塚　敦志,58,6,5,0,20,26,0,0,0,0.545,203,51,0.2,44,4,11,0,3,35,0,1,14,14,2.44
2005,横浜ベイスターズ,,クルーン,55,3,2,26,6,9,0,0,0,0.6,222,53,0.1,42,2,23,1,0,61,1,0,18,16,2.7
2005,横浜ベイスターズ,,斎藤　隆,21,3,4,0,1,1,0,0,0,0.429,457,106,,111,12,29,1,7,93,2,0,50,45,3.82
2005,横浜ベイスターズ,,佐々木　主浩,9,0,3,4,1,1,0,0,0,0,31,6,,11,2,2,0,0,5,0,0,6,6,9
2005,横浜ベイスターズ,,染田　賢作,1,0,0,0,0,0,0,0,0,0,4,0,0.1,1,0,2,0,0,0,0,0,2,2,54
2005,横浜ベイスターズ,*,土肥　義弘,26,10,11,0,0,0,4,1,1,0.476,675,164,0.2,160,30,30,1,7,106,4,0,80,70,3.83
2005,横浜ベイスターズ,*,那須野　巧,8,1,2,0,0,0,0,0,0,0.333,109,22,,32,5,12,0,0,16,1,0,22,20,8.18
2005,横浜ベイスターズ,*,セドリック,18,7,5,0,0,0,2,0,0,0.583,492,112,0.2,104,14,66,1,4,96,4,0,57,48,3.83
2005,横浜ベイスターズ,,秦　裕二,14,1,1,0,0,0,0,0,0,0.5,125,28,0.1,33,7,11,1,0,9,1,0,16,16,5.08
2005,横浜ベイスターズ,*,ホルツ,44,0,1,0,13,13,0,0,0,0,111,24,0.2,26,4,10,2,3,22,1,1,16,12,4.38
2005,横浜ベイスターズ,,三浦　大輔,28,12,9,0,0,0,10,2,3,0.571,856,214,0.2,168,20,52,2,4,177,4,0,68,60,2.52
2005,横浜ベイスターズ,,村西　哲幸,4,0,0,0,0,0,0,0,0,0,26,4,0.2,6,0,4,0,1,0,0,0,7,5,9.64
2005,横浜ベイスターズ,,吉川　輝昭,25,0,1,0,1,1,0,0,0,0,205,41,,76,10,15,0,0,30,0,0,38,38,8.34
2005,横浜ベイスターズ,*,吉見　祐治,12,4,2,0,0,0,0,0,0,0.667,256,59,0.2,57,6,22,0,0,30,0,0,31,28,4.22
2005,横浜ベイスターズ,,龍太郎,13,1,4,0,0,0,0,0,0,0.2,217,48,,63,3,17,0,1,26,1,0,26,24,4.5
2005,オリックスバファローズ,,相木　崇,12,0,1,0,1,1,0,0,0,0,111,25,,33,0,5,0,1,11,1,0,15,12,4.32
2005,オリックスバファローズ,,阿部　健太,3,0,0,0,0,0,0,0,0,0,22,5,,6,2,1,0,1,7,0,0,4,4,7.2
2005,オリックスバファローズ,*,岩下　修一,1,0,0,0,0,0,0,0,0,0,1,+,,1,0,0,0,0,0,0,0,0,0,0
2005,オリックスバファローズ,,大久保　勝信,39,2,2,22,4,6,0,0,0,0.5,154,39,0.1,30,1,9,2,1,40,2,0,8,7,1.6
2005,オリックスバファローズ,,香月　良太,47,3,1,0,10,13,0,0,0,0.75,197,49,0.2,39,4,10,2,3,25,0,0,16,13,2.36
2005,オリックスバファローズ,,加藤　大輔,60,6,3,2,23,29,0,0,0,0.667,324,81,0.2,67,8,16,1,3,83,5,0,29,25,2.76
2005,オリックスバファローズ,*,歌藤　達夫,36,1,1,0,6,7,0,0,0,0.5,157,39,,24,4,14,1,4,26,2,0,11,10,2.31
2005,オリックスバファローズ,,川越　英隆,24,6,8,0,0,1,3,1,1,0.429,557,132,0.2,142,17,25,0,4,89,3,0,64,54,3.66
2005,オリックスバファローズ,*,菊地原　毅,71,3,1,1,33,36,0,0,0,0.75,231,58,0.2,43,3,18,3,3,59,4,0,12,9,1.38
2005,オリックスバファローズ,,近藤　一樹,7,0,0,0,0,0,0,0,0,0,38,8,0.2,9,3,3,0,1,8,0,0,4,4,4.15
2005,オリックスバファローズ,*,スチュワート,7,0,4,0,0,0,0,0,0,0,154,33,0.1,46,9,14,0,0,14,0,0,30,30,8.1
2005,オリックスバファローズ,*,高木　康成,8,1,3,0,0,1,0,0,0,0.25,80,17,0.1,20,5,11,0,1,11,2,0,12,12,6.23
2005,オリックスバファローズ,,パーラ,8,4,2,0,0,0,0,0,0,0.667,137,33,,38,2,9,0,1,20,1,0,16,15,4.09
2005,オリックスバファローズ,,ケビン,22,4,13,0,1,1,0,0,0,0.235,485,109,0.1,117,10,47,0,5,70,6,1,63,57,4.69
2005,オリックスバファローズ,,ＪＰ,28,14,12,0,0,0,5,2,0,0.538,839,200,,201,20,55,0,10,160,1,0,86,78,3.51
2005,オリックスバファローズ,,萩原　淳,49,3,2,1,8,11,0,0,0,0.6,334,81,,66,13,34,0,3,73,3,0,41,35,3.89
2005,オリックスバファローズ,,光原　逸裕,17,7,4,0,0,0,1,1,0,0.636,412,89,0.2,112,11,33,0,5,49,0,0,59,51,5.12
2005,オリックスバファローズ,,本柳　和也,12,0,1,1,0,0,0,0,0,0,95,25,0.2,20,3,2,0,0,14,0,0,4,4,1.4
2005,オリックスバファローズ,,山口　和男,16,0,0,3,0,0,0,0,0,0,69,16,,17,3,5,0,1,9,1,0,11,11,6.19
2005,オリックスバファローズ,*,山本　省吾,22,2,0,0,1,2,0,0,0,1,131,28,0.1,39,5,9,0,0,21,1,0,19,19,6.04
2005,オリックスバファローズ,,ユウキ,8,0,3,0,0,0,0,0,0,0,122,27,0.1,27,3,15,1,3,20,3,0,19,17,5.6
2005,オリックスバファローズ,,吉井　理人,15,6,5,0,0,0,0,0,0,0.545,303,73,0.2,80,10,9,0,1,33,0,0,35,33,4.03
2005,オリックスバファローズ,,吉川　勝成,29,0,4,1,5,5,0,0,0,0,181,39,0.1,54,0,13,1,3,13,0,0,29,21,4.81
2006,読売ジャイアンツ,,上原　浩治,24,8,9,0,0,0,5,0,3,0.471,673,168,0.1,157,24,21,3,1,151,0,1,67,60,3.21
2006,読売ジャイアンツ,*,内海　哲也,31,12,13,0,1,1,6,2,0,0.48,795,194,,163,13,52,3,7,179,9,0,69,60,2.78
2006,読売ジャイアンツ,,鴨志田　貴司,13,0,0,0,0,0,0,0,0,0,67,13,0.1,18,1,11,0,0,12,1,0,11,9,6.08
2006,読売ジャイアンツ,,木佐貫　洋,3,0,3,0,0,0,0,0,0,0,54,10,0.1,24,3,2,0,0,7,0,0,11,11,9.58
2006,読売ジャイアンツ,,グローバー,20,5,7,0,0,0,0,0,0,0.417,422,96,,125,13,23,0,2,63,5,1,58,53,4.97
2006,読売ジャイアンツ,*,工藤　公康,13,3,2,0,0,0,0,0,0,0.6,295,70,,69,12,19,0,3,52,0,0,41,35,4.5
2006,読売ジャイアンツ,,久保　裕也,59,5,6,0,18,23,0,0,0,0.455,266,61,0.1,58,7,26,4,3,60,4,1,29,21,3.08
2006,読売ジャイアンツ,,桑田　真澄,3,1,1,0,0,0,0,0,0,0.5,55,11,0.2,19,4,1,0,0,5,0,0,11,9,6.94
2006,読売ジャイアンツ,,酒井　順也,7,0,0,0,0,0,0,0,0,0,31,6,0.1,10,0,4,1,0,0,2,0,2,2,2.84
2006,読売ジャイアンツ,*,佐藤　宏志,8,0,0,0,0,0,0,0,0,0,37,9,0.1,7,0,2,0,1,10,1,0,3,3,2.89
2006,読売ジャイアンツ,,真田　裕貴,25,2,0,1,0,2,0,0,0,1,115,25,0.2,27,3,11,3,1,18,0,0,13,11,3.86
2006,読売ジャイアンツ,,姜　建銘,10,3,2,0,0,0,1,1,1,0.6,229,59,0.2,48,2,7,2,1,31,2,1,13,12,1.81
2006,読売ジャイアンツ,*,高橋　尚成,35,2,6,15,4,5,0,0,0,0.25,266,62,,70,10,15,2,1,51,1,0,36,34,4.94
2006,読売ジャイアンツ,,栂野　雅史,7,0,0,0,0,0,0,0,0,0,35,7,0.2,11,3,1,0,0,5,1,0,7,7,8.22
2006,読売ジャイアンツ,,豊田　清,38,1,4,13,7,8,0,0,0,0.2,159,38,,39,2,6,3,0,46,0,0,14,14,3.32
2006,読売ジャイアンツ,,西村　健太朗,31,5,7,0,1,4,0,0,0,0.417,500,117,0.1,113,14,40,2,6,83,2,0,49,46,3.53
2006,読売ジャイアンツ,*,野口　茂樹,1,0,0,0,0,0,0,0,0,0,16,3,,7,0,1,0,0,1,1,0,5,3,9
2006,読売ジャイアンツ,,野間口　貴彦,26,1,3,0,3,4,0,0,0,0.25,186,42,,37,5,21,2,1,33,0,0,20,16,3.43
2006,読売ジャイアンツ,,パウエル,28,10,10,0,0,0,3,2,2,0.5,783,187,0.1,196,9,31,1,11,131,4,2,77,69,3.31
2006,読売ジャイアンツ,*,林　昌範,62,4,4,0,20,24,0,0,0,0.5,227,56,0.1,45,4,16,2,2,54,3,0,22,18,2.88
2006,読売ジャイアンツ,,福田　聡志,22,3,2,0,6,9,0,0,0,0.6,118,24,0.2,20,2,22,1,3,20,5,0,15,15,5.47
2006,読売ジャイアンツ,*,前田　幸長,28,0,0,0,2,2,0,0,0,0,100,23,0.2,32,4,3,0,0,15,1,0,19,19,7.23
2006,阪神タイガース,,相木　崇,13,0,0,0,1,1,0,0,0,0,54,12,0.2,12,1,4,0,2,8,0,0,3,1,0.71
2006,阪神タイガース,,安藤　優也,31,10,3,0,3,4,2,1,0,0.769,546,129,,139,7,31,1,4,103,5,1,52,48,3.35
2006,阪神タイガース,*,井川　慶,29,14,9,0,0,0,8,3,2,0.609,844,209,,180,17,49,3,6,194,4,0,77,69,2.97
2006,阪神タイガース,,伊代野　貴照,1,0,0,0,0,0,0,0,0,0,11,1,0.1,3,1,3,0,1,1,0,0,2,2,13.5
2006,阪神タイガース,*,岩田　稔,1,0,1,0,0,0,0,0,0,0,16,3,,2,1,4,0,0,1,2,0,4,3,9
2006,阪神タイガース,*,ウィリアムス,47,3,2,3,26,29,0,0,0,0.6,195,47,0.1,37,1,15,2,4,49,0,0,11,10,1.9
2006,阪神タイガース,*,江草　仁貴,36,5,6,0,5,5,1,0,0,0.455,416,96,0.2,89,5,46,1,6,85,3,0,44,38,3.54
2006,阪神タイガース,,オクスプリング,16,4,3,0,0,0,0,0,0,0.571,326,77,0.1,78,8,23,0,3,51,4,1,45,44,5.12
2006,阪神タイガース,,金澤　健人,25,3,1,0,4,7,0,0,0,0.75,120,26,0.1,34,3,6,0,2,21,0,0,19,14,4.78
2006,阪神タイガース,,久保田　智之,47,5,7,16,2,7,0,0,0,0.417,221,50,,58,4,19,1,1,57,5,0,26,22,3.96
2006,阪神タイガース,,桟原　将司,15,1,0,0,2,3,0,0,0,1,68,17,,12,1,5,0,1,19,0,0,6,6,3.18
2006,阪神タイガース,*,下柳　剛,25,12,11,0,0,0,1,0,0,0.522,642,150,0.1,154,11,55,1,9,86,3,0,61,53,3.17
2006,阪神タイガース,,杉山　直久,17,4,4,0,0,0,3,0,1,0.5,381,90,0.1,79,8,30,1,8,65,6,0,34,31,3.09
2006,阪神タイガース,,ダーウィン,49,1,2,2,12,13,0,0,0,0.333,308,73,0.2,58,6,29,0,4,55,7,0,33,31,3.79
2006,阪神タイガース,,太陽,11,1,0,0,0,1,0,0,0,1,79,18,0.2,23,2,2,0,1,19,2,0,7,7,3.38
2006,阪神タイガース,,玉置　隆,1,0,0,0,0,0,0,0,0,0,9,2,,2,0,1,0,0,3,1,0,0,0,0
2006,阪神タイガース,*,中村　泰広,2,1,0,0,0,0,0,0,0,1,43,10,,13,0,4,0,0,2,0,1,4,4,3.6
2006,阪神タイガース,*,能見　篤史,38,2,4,0,8,9,0,0,0,0.333,210,47,,49,4,16,0,3,46,2,0,27,26,4.98
2006,阪神タイガース,,橋本　健太郎,2,1,0,0,0,1,0,0,0,1,9,1,0.1,5,0,1,0,0,0,0,0,3,3,20.25
2006,阪神タイガース,,福原　忍,24,12,5,0,0,0,3,0,0,0.706,636,154,0.2,143,8,42,0,6,119,4,0,44,36,2.09
2006,阪神タイガース,,藤川　球児,63,5,0,17,30,35,0,0,0,1,306,79,0.1,46,3,22,2,0,122,5,0,6,6,0.68
2006,阪神タイガース,*,吉野　誠,8,0,0,1,1,1,0,0,0,0,17,4,0.1,3,0,2,0,0,3,0,0,0,0,0
2006,広島東洋カープ,,青木　勇人,8,0,0,0,2,2,0,0,0,0,30,8,0.2,4,0,0,0,0,4,0,0,0,0,0
2006,広島東洋カープ,,梅津　智弘,23,0,1,1,9,9,0,0,0,0,84,22,,14,0,7,1,0,23,1,0,3,3,1.23
2006,広島東洋カープ,,梅原　伸亮,3,0,0,0,1,1,0,0,0,0,6,1,0.1,2,0,1,0,0,0,0,0,1,1,6.75
2006,広島東洋カープ,*,大島　崇行,5,0,2,0,0,0,0,0,0,0,88,16,,32,6,10,0,0,5,0,0,23,23,12.94
2006,広島東洋カープ,,大竹　寛,30,6,13,0,0,0,2,0,1,0.316,682,157,,172,25,54,2,2,110,4,0,92,86,4.93
2006,広島東洋カープ,,小山田　保裕,18,0,0,0,8,8,0,0,0,0,70,15,,16,1,9,2,0,17,0,0,10,9,5.4
2006,広島東洋カープ,*,河内　貴哉,15,0,1,0,7,7,0,0,0,0,65,15,0.1,15,1,6,0,1,15,0,0,5,3,1.76
2006,広島東洋カープ,,黒田　博樹,26,13,6,1,0,0,7,2,3,0.684,744,189,0.1,169,12,21,4,7,144,5,0,49,39,1.85
2006,広島東洋カープ,*,小島　紳二郎,4,0,2,0,0,0,0,0,0,0,91,21,,25,3,2,1,1,12,0,0,13,13,5.57
2006,広島東洋カープ,*,齊藤　悠葵,2,1,0,0,0,0,0,0,0,1,39,10,0.1,6,1,2,0,0,7,0,0,1,1,0.87
2006,広島東洋カープ,,佐々岡　真司,27,8,8,0,0,0,0,0,0,0.5,619,149,0.2,155,24,29,4,5,82,2,0,77,68,4.09
2006,広島東洋カープ,*,佐竹　健太,32,1,2,0,7,8,0,0,0,0.333,151,32,0.1,37,2,16,3,2,23,1,0,18,17,4.73
2006,広島東洋カープ,,佐藤　剛士,1,0,1,0,0,0,0,0,0,0,16,2,0.1,5,2,2,0,2,1,0,0,9,9,34.71
2006,広島東洋カープ,,ダグラス,20,9,6,0,0,0,0,0,0,0.6,407,97,0.2,85,13,30,1,6,71,1,0,47,37,3.41
2006,広島東洋カープ,*,高橋　建,54,2,3,0,15,17,0,0,0,0.4,201,46,,46,9,16,2,1,40,0,0,27,24,4.7
2006,広島東洋カープ,,田中　敬人,1,0,1,0,0,0,0,0,0,0,15,2,,7,4,2,0,0,1,1,0,8,8,36
2006,広島東洋カープ,,永川　勝浩,65,5,6,27,9,14,0,0,0,0.455,283,70,0.2,45,5,24,2,0,86,7,0,15,13,1.66
2006,広島東洋カープ,,長谷川　昌幸,29,1,3,0,6,6,0,0,0,0.25,238,54,0.2,62,8,16,2,0,57,2,0,29,24,3.95
2006,広島東洋カープ,,林　昌樹,61,2,4,0,12,14,0,0,0,0.333,273,65,0.1,59,7,25,6,7,44,1,0,30,26,3.58
2006,広島東洋カープ,*,広池　浩司,47,4,2,0,9,13,0,0,0,0.667,258,59,,64,4,18,4,2,35,3,0,27,21,3.2
2006,広島東洋カープ,,フェリシアーノ,12,0,1,0,1,1,0,0,0,0,168,35,0.1,50,8,12,2,5,11,0,0,30,29,7.39
2006,広島東洋カープ,*,ベイル,30,1,2,6,7,8,0,0,0,0.333,183,43,,45,5,11,1,0,46,1,0,16,14,2.93
2006,広島東洋カープ,,マルテ,12,0,1,0,1,1,0,0,0,0,47,11,0.1,5,1,6,0,1,5,3,0,7,2,1.59
2006,広島東洋カープ,,横山　竜士,48,4,5,1,13,17,0,0,0,0.444,241,55,0.2,62,11,18,2,0,53,1,1,31,30,4.85
2006,広島東洋カープ,,ロマノ,31,5,9,0,2,4,1,0,0,0.357,474,103,0.2,122,19,45,2,4,65,4,0,80,65,5.64
2006,中日ドラゴンズ,,朝倉　健太,25,13,6,0,0,1,2,1,0,0.684,636,154,0.2,155,12,33,2,3,107,6,0,51,48,2.79
2006,中日ドラゴンズ,*,石井　裕也,11,2,1,0,0,2,0,0,0,0.667,101,24,0.2,20,1,10,0,2,24,1,0,11,11,4.01
2006,中日ドラゴンズ,,石川　賢,1,0,0,0,0,0,0,0,0,0,9,2,,3,0,0,0,0,0,1,0,1,1,4.5
2006,中日ドラゴンズ,*,岩瀬　仁紀,56,2,2,40,5,7,0,0,0,0.5,214,55,0.1,40,3,8,2,0,44,0,0,8,8,1.3
2006,中日ドラゴンズ,*,小笠原　孝,9,2,2,0,0,0,1,0,0,0.5,159,38,0.2,35,7,10,0,1,34,2,0,16,16,3.72
2006,中日ドラゴンズ,,岡本　真也,56,4,1,1,18,22,0,0,0,0.8,226,53,,51,5,21,3,1,56,3,0,21,20,3.4
2006,中日ドラゴンズ,,落合　英二,5,0,0,0,0,0,0,0,0,0,20,4,0.1,6,1,1,0,1,3,0,0,4,4,8.31
2006,中日ドラゴンズ,*,ガルバ,3,0,0,0,0,0,0,0,0,0,18,4,,5,1,1,0,0,5,0,0,5,5,11.25
2006,中日ドラゴンズ,,川上　憲伸,29,17,7,0,0,1,6,3,2,0.708,841,215,,166,22,39,1,5,194,3,0,74,60,2.51
2006,中日ドラゴンズ,*,小林　正人,23,1,0,0,3,4,0,0,0,1,56,12,,10,0,5,0,3,12,0,0,8,7,5.25
2006,中日ドラゴンズ,,齊藤　信介,1,0,0,0,0,0,0,0,0,0,5,1,,2,0,0,0,0,0,0,0,0,0,0
2006,中日ドラゴンズ,,佐藤　充,19,9,4,0,0,0,6,2,1,0.692,529,129,,134,9,24,2,4,83,1,0,42,38,2.65
2006,中日ドラゴンズ,*,佐藤　亮太,1,0,0,0,0,0,0,0,0,0,6,1,,3,0,0,0,0,2,0,0,0,0,0
2006,中日ドラゴンズ,,鈴木　義広,46,1,0,1,8,9,0,0,0,1,221,53,,45,2,15,3,7,54,0,0,13,10,1.7
