年度,チーム,,投　手,登板,勝利,敗北,セ｜ブ,ホ｜ル,ＨＰ,完投,完封勝,無四球,勝率,打者,投球回,,安打,本塁打,四球,故意四,死球,三振,暴投,ボ｜ク,失点,自責点,防御率
2022,オリックスバファローズ,*,富山　凌雅,8,0,0,0,3,3,0,0,0,0,38,7,0.1,10,3,3,0,0,7,0,0,9,9,11.05
2022,オリックスバファローズ,,中村　勝,3,0,1,0,0,0,0,0,0,0,33,6,0.1,12,0,3,0,1,4,0,0,6,6,8.53
2022,オリックスバファローズ,*,能見　篤史,5,0,0,0,1,1,0,0,0,0,15,3,0.2,2,0,2,0,0,2,0,0,1,1,2.45
2022,オリックスバファローズ,,バルガス,8,0,1,0,2,2,0,0,0,0,66,13,0.2,18,1,8,0,0,11,0,0,11,10,6.59
2022,オリックスバファローズ,*,ビドル,35,4,5,0,13,16,0,0,0,0.444,184,40,0.1,36,4,20,1,7,45,2,0,20,18,4.02
2022,オリックスバファローズ,,比嘉　幹貴,30,5,0,1,5,10,0,0,0,1,85,21,0.1,20,1,2,0,2,24,0,0,7,6,2.53
2022,オリックスバファローズ,,平野　佳寿,48,3,2,28,8,11,0,0,0,0.6,175,46,,25,3,12,0,2,42,1,0,8,8,1.57
2022,オリックスバファローズ,,本田　仁海,42,2,3,2,14,16,0,0,0,0.4,186,43,0.2,39,3,16,1,4,40,1,0,18,17,3.5
2022,オリックスバファローズ,,増井　浩俊,2,0,2,0,0,0,0,0,0,0,42,9,0.1,13,0,4,0,0,11,2,0,4,4,3.86
2022,オリックスバファローズ,*,宮城　大弥,24,11,8,0,0,0,2,1,2,0.579,612,148,0.1,137,11,30,1,6,127,0,0,57,52,3.16
2022,オリックスバファローズ,,椋木　蓮,4,2,1,0,0,0,0,0,0,0.667,69,17,0.2,8,0,8,0,1,21,2,0,2,2,1.02
2022,オリックスバファローズ,,村西　良太,22,1,1,0,8,9,0,0,0,0.5,113,24,0.1,23,4,17,3,1,27,1,0,13,12,4.44
2022,オリックスバファローズ,,山岡　泰輔,22,6,8,0,1,1,2,1,0,0.429,518,128,,118,6,27,0,7,99,2,0,42,37,2.6
2022,オリックスバファローズ,*,山﨑　福也,24,5,8,0,2,3,0,0,0,0.385,475,114,0.2,112,13,27,0,6,91,4,0,58,44,3.45
2022,オリックスバファローズ,,山﨑　颯一郎,15,0,2,1,6,6,0,0,0,0,145,36,,30,2,10,1,1,29,0,0,15,12,3
2022,オリックスバファローズ,*,山田　修義,12,1,0,0,2,3,0,0,0,1,44,10,0.1,11,0,4,0,1,14,1,0,5,5,4.35
2022,オリックスバファローズ,,山本　由伸,26,15,5,0,0,0,4,2,1,0.75,747,193,,137,6,42,0,5,205,0,0,42,36,1.68
2022,オリックスバファローズ,,吉田　凌,6,1,1,0,2,3,0,0,0,0.5,15,3,0.1,5,1,1,0,0,3,0,0,3,3,8.1
2022,オリックスバファローズ,,ワゲスパック,32,2,6,5,7,7,0,0,0,0.25,309,72,0.2,63,4,29,0,4,81,1,0,28,24,2.97
2023,読売ジャイアンツ,,赤星　優志,12,5,5,0,0,0,0,0,0,0.5,281,69,,70,5,13,1,4,64,0,0,27,26,3.39
2023,読売ジャイアンツ,*,井上　温大,4,0,1,0,0,0,0,0,0,0,60,12,0.1,21,2,3,0,1,11,0,0,15,15,10.95
2023,読売ジャイアンツ,*,今村　信貴,24,0,0,0,2,2,0,0,0,0,119,26,,29,1,11,1,1,13,1,0,12,11,3.81
2023,読売ジャイアンツ,*,大江　竜聖,32,4,0,0,6,10,0,0,0,1,89,22,,15,3,10,0,2,16,1,0,10,10,4.09
2023,読売ジャイアンツ,,鍵谷　陽平,13,2,0,1,2,4,0,0,0,1,48,11,0.1,10,1,5,0,0,11,0,0,4,4,3.18
2023,読売ジャイアンツ,,菊地　大稀,50,4,4,1,11,15,0,0,0,0.5,193,47,0.2,40,4,16,1,1,55,0,0,19,18,3.4
2023,読売ジャイアンツ,,北村　拓己,1,0,0,0,0,0,0,0,0,0,4,1,,1,1,0,0,0,0,0,0,1,1,9
2023,読売ジャイアンツ,*,グリフィン,20,6,5,0,0,0,1,0,0,0.545,493,121,,101,8,29,1,6,115,2,1,41,37,2.75
2023,読売ジャイアンツ,,鍬原　拓也,5,0,0,0,1,1,0,0,0,0,27,5,,7,0,3,0,2,4,0,0,5,5,9
2023,読売ジャイアンツ,*,代木　大和,13,0,0,0,0,0,0,0,0,0,76,16,0.2,23,2,6,0,2,15,0,0,10,10,5.4
2023,読売ジャイアンツ,,菅野　智之,14,4,8,0,0,0,0,0,0,0.333,315,77,0.2,70,10,15,0,3,54,0,0,30,29,3.36
2023,読売ジャイアンツ,,鈴木　康平,33,1,1,0,13,14,0,0,0,0.5,123,27,0.1,24,6,14,0,3,26,5,1,20,20,6.59
2023,読売ジャイアンツ,,大勢,27,3,0,14,1,4,0,0,0,1,116,26,,26,4,11,0,1,34,1,0,13,13,4.5
2023,読売ジャイアンツ,*,高木　京介,1,0,0,0,0,0,0,0,0,0,8,2,,1,0,0,0,1,1,0,0,0,0,0
2023,読売ジャイアンツ,*,高梨　雄平,55,2,1,0,23,25,0,0,0,0.667,185,43,,32,7,19,3,4,49,0,1,21,20,4.19
2023,読売ジャイアンツ,*,髙橋　優貴,6,0,1,0,0,0,0,0,0,0,68,14,,18,2,8,0,2,9,1,0,9,8,5.14
2023,読売ジャイアンツ,,田中　千晴,30,2,3,0,3,5,0,0,0,0.4,148,32,0.2,30,4,19,0,0,41,1,0,22,20,5.51
2023,読売ジャイアンツ,,田中　豊樹,15,0,1,0,3,3,0,0,0,0,43,11,,8,2,4,0,0,8,0,0,6,5,4.09
2023,読売ジャイアンツ,,戸郷　翔征,24,12,5,0,0,0,4,2,1,0.706,676,170,,141,14,39,0,3,141,2,0,49,45,2.38
2023,読売ジャイアンツ,,直江　大輔,16,0,1,0,6,6,0,0,0,0,58,14,,7,2,9,0,0,11,1,0,7,6,3.86
2023,読売ジャイアンツ,*,中川　皓太,44,1,4,14,17,18,0,0,0,0.2,172,43,0.1,37,3,9,1,1,38,0,0,10,10,2.08
2023,読売ジャイアンツ,*,バルドナード,21,2,1,0,7,9,0,0,0,0.667,87,21,0.1,15,2,10,0,0,21,0,0,5,4,1.69
2023,読売ジャイアンツ,,ビーディ,30,0,6,1,7,7,0,0,0,0,220,49,0.2,51,5,21,3,4,36,0,0,23,22,3.99
2023,読売ジャイアンツ,,船迫　大雅,36,3,1,0,8,11,0,0,0,0.75,118,30,,21,3,8,2,3,33,2,0,9,9,2.7
2023,読売ジャイアンツ,,平内　龍太,11,0,1,0,1,1,0,0,0,0,60,13,0.2,14,3,7,0,0,8,0,0,6,6,3.95
2023,読売ジャイアンツ,,堀田　賢慎,3,0,0,0,0,0,0,0,0,0,16,3,0.1,2,1,4,0,0,5,0,0,3,3,8.1
2023,読売ジャイアンツ,,堀岡　隼人,3,0,0,0,0,0,0,0,0,0,19,3,0.1,6,2,3,0,0,4,0,0,5,5,13.5
2023,読売ジャイアンツ,,松井　颯,8,1,1,0,2,2,0,0,0,0.5,85,19,0.1,18,3,8,1,0,17,0,0,8,7,3.26
2023,読売ジャイアンツ,,三上　朋也,22,0,1,0,7,7,0,0,0,0,73,15,0.2,18,1,8,0,4,9,0,0,8,8,4.6
2023,読売ジャイアンツ,*,メンデス,16,5,5,0,0,0,0,0,0,0.5,347,87,,57,7,33,0,5,72,3,3,21,20,2.07
2023,読売ジャイアンツ,,山﨑　伊織,23,10,5,0,0,0,3,1,2,0.667,586,149,,119,10,25,3,7,106,3,0,46,45,2.72
2023,読売ジャイアンツ,*,横川　凱,20,4,8,0,0,2,0,0,0,0.333,348,84,0.1,79,10,24,0,4,46,2,0,38,37,3.95
2023,読売ジャイアンツ,,ロペス,8,0,1,0,0,0,0,0,0,0,34,6,0.2,6,1,7,0,0,2,2,0,4,3,4.05
2023,阪神タイガース,,青柳　晃洋,18,8,6,0,0,0,0,0,0,0.571,439,100,0.1,102,6,38,2,9,64,3,0,54,51,4.57
2023,阪神タイガース,,秋山　拓巳,2,0,1,0,0,0,0,0,0,0,46,9,0.2,16,1,1,0,0,7,0,0,8,8,7.45
2023,阪神タイガース,,石井　大智,44,1,1,0,19,20,0,0,0,0.5,165,40,,43,2,8,1,1,29,0,0,8,6,1.35
2023,阪神タイガース,*,伊藤　将司,21,10,5,0,0,0,3,2,2,0.667,572,146,0.2,120,8,21,2,4,91,3,0,40,39,2.39
2023,阪神タイガース,*,岩崎　優,60,3,3,35,12,15,0,0,0,0.5,217,56,,32,3,14,0,2,62,0,0,13,11,1.77
2023,阪神タイガース,*,岩貞　祐太,50,1,0,0,24,25,0,0,0,1,177,43,0.1,36,2,12,1,2,30,0,0,15,13,2.7
2023,阪神タイガース,*,大竹　耕太郎,21,12,2,0,0,0,1,1,1,0.857,513,131,0.2,122,10,12,0,3,82,0,0,36,33,2.26
2023,阪神タイガース,,岡留　英貴,8,1,0,0,0,1,0,0,0,1,25,7,,5,0,1,0,0,6,0,0,1,1,1.29
2023,阪神タイガース,*,及川　雅貴,33,3,1,0,7,10,0,0,0,0.75,147,36,0.1,28,2,14,3,2,40,1,0,10,9,2.23
2023,阪神タイガース,,加治屋　蓮,51,1,5,1,16,17,0,0,0,0.167,161,38,0.2,34,3,13,0,2,32,6,1,12,11,2.56
2023,阪神タイガース,*,桐敷　拓馬,27,2,0,0,14,15,0,0,0,1,158,40,0.1,28,1,12,1,0,40,0,0,10,8,1.79
2023,阪神タイガース,,Ｋ．ケラー,27,1,0,1,8,9,0,0,0,1,118,26,0.1,22,1,16,2,1,28,3,0,7,5,1.71
2023,阪神タイガース,,小林　慶祐,1,0,0,0,0,0,0,0,0,0,4,1,,1,0,0,0,0,1,0,0,0,0,0
2023,阪神タイガース,,才木　浩人,19,8,5,0,1,1,1,1,0,0.615,473,118,0.2,88,8,36,1,2,107,3,0,29,24,1.82
2023,阪神タイガース,*,島本　浩也,35,4,2,0,15,19,0,0,0,0.667,100,26,0.2,19,0,3,1,1,20,0,0,6,5,1.69
2023,阪神タイガース,*,富田　蓮,9,1,2,0,0,1,0,0,0,0.333,66,16,,14,2,5,0,0,10,0,0,11,8,4.5
2023,阪神タイガース,,西　純矢,17,5,2,0,0,0,1,0,1,0.714,316,72,0.1,79,9,28,0,3,45,0,0,33,31,3.86
2023,阪神タイガース,,西　勇輝,18,8,5,0,0,0,2,1,0,0.615,452,108,0.1,106,8,24,2,8,56,0,1,47,43,3.57
2023,阪神タイガース,,馬場　皐輔,19,2,1,0,3,5,0,0,0,0.667,89,22,,17,2,8,0,0,22,0,0,8,6,2.45
2023,阪神タイガース,,浜地　真澄,30,3,1,0,6,9,0,0,0,0.75,121,27,0.2,32,6,6,0,0,23,0,0,18,18,5.86
2023,阪神タイガース,,ビーズリー,18,1,2,0,0,0,0,0,0,0.333,170,41,,35,1,13,0,1,43,2,0,12,10,2.2
2023,阪神タイガース,,ブルワー,13,0,1,0,2,2,0,0,0,0,50,11,0.1,6,1,6,1,0,14,1,0,5,3,2.38
2023,阪神タイガース,,村上　頌樹,22,10,6,0,1,1,2,1,1,0.625,532,144,0.1,92,9,15,0,1,137,0,0,30,28,1.75
2023,阪神タイガース,*,門別　啓人,2,0,0,0,0,0,0,0,0,0,37,8,,13,0,1,0,0,5,0,0,3,3,3.38
2023,阪神タイガース,,湯浅　京己,15,0,2,8,3,3,0,0,0,0,67,14,0.1,15,3,8,0,0,15,0,0,8,7,4.4
2023,広島東洋カープ,,アドゥワ　誠,14,1,0,0,1,2,0,0,0,1,67,16,0.2,15,1,2,0,1,13,0,0,6,6,3.24
2023,広島東洋カープ,,アンダーソン,21,4,1,0,2,3,0,0,0,0.8,181,45,,30,2,17,0,2,39,1,0,12,11,2.2
2023,広島東洋カープ,,一岡　竜司,1,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,1,0,0,0,0,0
2023,広島東洋カープ,,遠藤　淳志,8,1,5,0,0,0,1,1,0,0.167,174,41,,36,7,15,0,2,22,0,0,20,20,4.39
2023,広島東洋カープ,,大瀬良　大地,23,6,11,0,0,0,0,0,0,0.353,539,129,0.2,117,15,33,4,4,103,2,0,53,52,3.61
2023,広島東洋カープ,,大道　温貴,48,3,1,0,10,13,0,0,0,0.75,213,49,0.2,44,2,23,3,3,49,0,0,15,15,2.72
2023,広島東洋カープ,,河野　佳,8,0,1,0,0,0,0,0,0,0,60,12,0.1,19,6,5,0,1,11,2,0,13,13,9.49
2023,広島東洋カープ,,九里　亜蓮,26,8,8,0,0,0,3,3,2,0.5,706,174,0.1,142,8,49,7,10,129,2,0,58,49,2.53
2023,広島東洋カープ,,栗林　良吏,55,3,7,18,15,18,0,0,0,0.3,210,52,0.1,42,4,19,2,1,51,2,0,18,17,2.92
2023,広島東洋カープ,*,黒原　拓未,5,0,1,0,0,0,0,0,0,0,69,12,0.2,21,1,10,0,0,13,2,0,15,15,10.66
2023,広島東洋カープ,,ケムナ　誠,24,2,0,0,1,3,0,0,0,1,113,26,0.2,24,1,13,0,0,25,2,0,12,11,3.71
2023,広島東洋カープ,,コルニエル,8,1,4,0,0,0,0,0,0,0.2,191,42,0.1,46,2,18,0,2,23,3,1,25,24,5.1
2023,広島東洋カープ,,島内　颯太郎,62,3,3,2,39,42,0,0,0,0.5,235,58,0.1,50,3,17,0,0,64,4,1,17,15,2.31
2023,広島東洋カープ,*,ターリー,44,7,1,1,22,29,0,0,0,0.875,174,41,0.1,39,1,15,2,2,42,2,0,10,8,1.74
2023,広島東洋カープ,*,玉村　昇悟,9,3,1,0,0,0,0,0,0,0.75,199,45,0.1,52,9,11,0,2,44,0,0,28,25,4.96
2023,広島東洋カープ,*,床田　寛樹,24,11,7,0,0,0,2,2,0,0.611,636,156,,144,13,28,1,5,86,3,0,46,38,2.19
2023,広島東洋カープ,*,戸根　千明,24,1,0,0,5,6,0,0,0,1,103,21,0.1,22,3,16,1,0,11,0,0,14,11,4.64
2023,広島東洋カープ,,中﨑　翔太,35,1,0,0,7,8,0,0,0,1,132,33,,25,1,6,1,2,24,0,0,13,10,2.73
2023,広島東洋カープ,,中村　祐太,5,0,0,0,0,0,0,0,0,0,31,7,,9,1,1,0,0,3,0,0,5,1,1.29
2023,広島東洋カープ,,野村　祐輔,6,1,1,0,0,0,0,0,0,0.5,130,31,,30,1,4,1,1,14,0,0,9,4,1.16
2023,広島東洋カープ,*,塹江　敦哉,8,0,0,0,2,2,0,0,0,0,33,7,,10,1,3,0,0,10,0,0,4,4,5.14
2023,広島東洋カープ,,益田　武尚,8,1,0,0,0,1,0,0,0,1,43,11,,8,1,3,0,0,12,1,0,2,2,1.64
2023,広島東洋カープ,,松本　竜也,13,0,3,1,8,8,0,0,0,0,50,10,0.1,13,2,7,1,0,6,0,0,6,5,4.35
2023,広島東洋カープ,*,森　翔平,12,4,2,0,0,0,0,0,0,0.667,224,51,0.2,58,7,10,0,1,38,0,1,29,26,4.53
2023,広島東洋カープ,*,森浦　大輔,13,0,0,0,0,0,0,0,0,0,57,11,0.2,11,1,12,0,0,8,2,0,8,8,6.17
2023,広島東洋カープ,,森下　暢仁,20,9,6,0,0,0,3,1,0,0.6,544,131,0.2,127,10,36,1,2,94,3,0,49,44,3.01
2023,広島東洋カープ,,矢崎　拓也,54,4,2,24,10,14,0,0,0,0.667,221,51,0.1,48,5,24,5,0,38,0,0,17,16,2.81
2023,広島東洋カープ,,薮田　和樹,3,0,0,0,0,0,0,0,0,0,21,4,,5,1,3,0,2,2,1,0,4,4,9
2023,中日ドラゴンズ,*,上田　洸太朗,13,0,0,0,0,0,0,0,0,0,93,20,,22,0,9,0,0,15,0,0,13,10,4.5
2023,中日ドラゴンズ,,梅津　晃大,3,1,1,0,0,0,0,0,0,0.5,71,19,,9,2,5,0,2,11,0,0,3,2,0.95
2023,中日ドラゴンズ,*,大野　雄大,1,0,1,0,0,0,0,0,0,0,26,7,,3,0,1,0,0,3,0,0,1,0,0
2023,中日ドラゴンズ,*,小笠原　慎之介,25,7,12,0,0,0,1,1,0,0.368,665,160,0.2,153,14,41,1,4,134,3,0,69,64,3.59
2023,中日ドラゴンズ,,岡野　祐一郎,15,0,0,0,0,0,0,0,0,0,92,22,,22,3,2,0,3,19,1,0,14,14,5.73
2023,中日ドラゴンズ,,勝野　昌慶,50,5,2,1,20,25,0,0,0,0.714,201,49,0.1,33,2,22,4,2,49,1,0,11,11,2.01
2023,中日ドラゴンズ,*,近藤　廉,1,0,0,0,0,0,0,0,0,0,16,1,,8,0,4,0,1,1,0,0,10,8,72
2023,中日ドラゴンズ,*,齋藤　綱記,31,2,0,0,11,13,0,0,0,1,100,24,0.2,18,0,10,1,1,24,1,0,3,2,0.73
2023,中日ドラゴンズ,,清水　達也,50,3,3,0,25,28,0,0,0,0.5,198,46,0.2,34,3,30,1,1,54,4,0,16,16,3.09
2023,中日ドラゴンズ,,鈴木　博志,9,1,2,0,1,1,0,0,0,0.333,106,24,0.1,23,1,12,1,2,5,0,0,12,11,4.07
2023,中日ドラゴンズ,*,砂田　毅樹,18,0,1,0,1,1,0,0,0,0,60,13,0.2,12,1,7,1,0,12,1,0,7,7,4.61
2023,中日ドラゴンズ,,祖父江　大輔,45,3,5,0,13,16,0,0,0,0.375,168,40,0.1,39,4,8,0,1,35,0,0,16,16,3.57
2023,中日ドラゴンズ,,髙橋　宏斗,25,7,11,0,0,0,1,1,0,0.389,621,146,,129,6,51,0,9,145,8,0,52,41,2.53
2023,中日ドラゴンズ,,田島　慎二,32,1,2,0,10,11,0,0,0,0.333,127,29,0.2,24,3,17,0,1,31,0,0,16,16,4.85
2023,中日ドラゴンズ,,谷元　圭介,7,0,0,0,0,0,0,0,0,0,28,5,0.1,5,1,6,0,0,2,0,0,8,5,8.44
2023,中日ドラゴンズ,,仲地　礼亜,9,2,5,0,0,0,0,0,0,0.286,194,43,0.1,41,6,25,1,0,37,0,0,24,24,4.98
2023,中日ドラゴンズ,,根尾　昂,2,0,0,0,0,0,0,0,0,0,51,12,0.2,9,0,8,0,0,4,0,0,5,1,0.71
2023,中日ドラゴンズ,*,橋本　侑樹,13,1,0,0,0,1,0,0,0,1,64,15,0.1,9,0,10,0,3,9,1,0,2,2,1.17
2023,中日ドラゴンズ,,フェリス,19,1,0,0,9,10,0,0,0,1,65,14,0.1,9,1,11,1,2,16,0,0,5,5,3.14
2023,中日ドラゴンズ,*,福　敬登,29,1,0,0,12,13,0,0,0,1,76,17,0.2,12,1,8,2,1,15,0,0,8,5,2.55
2023,中日ドラゴンズ,*,福島　章太,4,0,0,0,0,0,0,0,0,0,20,3,0.1,8,0,1,0,1,2,1,0,5,5,13.5
2023,中日ドラゴンズ,,福谷　浩司,14,3,4,0,0,0,0,0,0,0.429,241,54,,72,6,11,0,1,36,1,0,34,31,5.17
2023,中日ドラゴンズ,,藤嶋　健人,56,1,1,4,14,15,0,0,0,0.5,196,50,0.2,34,1,14,1,1,46,1,0,10,6,1.07
2023,中日ドラゴンズ,,マルティネス,48,3,1,32,9,12,0,0,0,0.75,173,46,0.2,31,1,4,0,0,62,0,0,4,2,0.39
2023,中日ドラゴンズ,*,松葉　貴大,11,1,4,0,0,0,0,0,0,0.2,232,57,0.2,55,1,14,1,1,20,1,0,23,21,3.28
2023,中日ドラゴンズ,,松山　晋也,36,1,1,0,17,18,0,0,0,0.5,146,35,0.1,23,0,14,1,6,50,4,0,6,5,1.27
2023,中日ドラゴンズ,,メヒア,8,3,1,0,0,0,0,0,0,0.75,179,44,0.1,31,3,18,0,2,20,1,0,11,11,2.23
2023,中日ドラゴンズ,,柳　裕也,24,4,11,0,0,0,2,0,2,0.267,636,158,0.1,126,6,47,1,4,105,2,0,46,43,2.44
2023,中日ドラゴンズ,,山本　拓実,14,0,1,0,0,0,0,0,0,0,61,13,,17,1,5,0,0,11,0,0,11,8,5.54
2023,中日ドラゴンズ,,涌井　秀章,21,5,13,0,0,0,0,0,0,0.278,479,111,,116,9,30,1,2,89,1,0,53,49,3.97
2023,横浜DeNAベイスターズ,*,東　克樹,24,16,3,0,0,0,4,2,4,0.842,665,172,0.1,149,14,15,2,1,133,1,0,40,38,1.98
2023,横浜DeNAベイスターズ,*,石川　達也,28,0,0,0,3,3,0,0,0,0,124,32,,19,2,10,1,2,34,3,0,9,7,1.97
2023,横浜DeNAベイスターズ,*,石田　健大,23,4,9,0,0,0,0,0,0,0.308,500,118,,127,12,30,1,5,99,3,0,56,52,3.97
2023,横浜DeNAベイスターズ,,伊勢　大夢,58,4,6,2,33,37,0,0,0,0.4,212,50,0.1,54,6,16,2,0,43,0,0,21,18,3.22
2023,横浜DeNAベイスターズ,*,今永　昇太,22,7,4,0,0,0,2,0,0,0.636,596,148,,132,17,24,4,4,174,2,0,46,46,2.8
2023,横浜DeNAベイスターズ,,入江　大生,32,1,1,0,7,8,0,0,0,0.5,136,30,,29,0,16,0,2,32,1,0,11,9,2.7
2023,横浜DeNAベイスターズ,,ウェンデルケン,61,2,2,3,33,35,0,0,0,0.5,243,59,0.2,40,1,22,4,3,53,3,0,12,11,1.66
2023,横浜DeNAベイスターズ,*,エスコバー,40,2,1,0,11,13,0,0,0,0.667,138,31,0.2,28,6,16,1,2,30,1,0,18,16,4.55
2023,横浜DeNAベイスターズ,,大貫　晋一,13,5,4,0,0,0,1,1,0,0.556,304,76,0.1,57,6,18,2,4,55,0,0,27,25,2.95
2023,横浜DeNAベイスターズ,,ガゼルマン,13,3,5,0,0,0,0,0,0,0.375,292,64,0.2,72,6,33,0,4,43,1,0,35,32,4.45
2023,横浜DeNAベイスターズ,*,笠原　祥太郎,2,0,2,0,0,0,0,0,0,0,36,6,,10,0,7,0,0,5,0,0,6,3,4.5
2023,横浜DeNAベイスターズ,,上茶谷　大河,46,5,3,0,4,9,0,0,0,0.625,270,64,,53,3,26,4,4,54,3,0,21,15,2.11
2023,横浜DeNAベイスターズ,*,坂本　裕哉,13,0,1,0,0,0,0,0,0,0,111,25,,27,2,12,0,2,13,1,0,16,16,5.76
2023,横浜DeNAベイスターズ,,平良　拳太郎,11,4,4,0,0,0,0,0,0,0.5,246,59,0.1,58,5,13,2,0,61,1,0,23,23,3.49
2023,横浜DeNAベイスターズ,*,田中　健二朗,11,0,0,0,1,1,0,0,0,0,46,11,,12,1,2,0,0,9,1,0,5,5,4.09
2023,横浜DeNAベイスターズ,,中川　虎大,9,0,1,0,0,0,0,0,0,0,41,10,0.2,9,2,3,0,0,10,0,0,3,3,2.53
2023,横浜DeNAベイスターズ,,バウアー,19,10,4,0,0,0,2,0,0,0.714,534,130,0.2,119,14,31,2,4,130,3,0,44,40,2.76
2023,横浜DeNAベイスターズ,*,濵口　遥大,14,3,7,0,0,0,1,0,0,0.3,304,68,,71,6,35,1,0,56,1,0,42,34,4.5
2023,横浜DeNAベイスターズ,,三浦　銀二,1,0,0,0,0,0,0,0,0,0,8,1,,4,0,1,1,0,0,0,0,4,4,36
2023,横浜DeNAベイスターズ,,三嶋　一輝,27,3,1,0,6,9,0,0,0,0.75,108,22,0.1,33,3,7,1,2,17,2,0,12,12,4.84
2023,横浜DeNAベイスターズ,,宮城　滝太,11,0,0,0,3,3,0,0,0,0,66,16,0.1,14,2,2,0,1,16,0,0,7,7,3.86
2023,横浜DeNAベイスターズ,,宮國　椋丞,2,0,0,0,0,0,0,0,0,0,21,4,,7,1,1,0,0,3,0,0,4,3,6.75
2023,横浜DeNAベイスターズ,,森原　康平,46,2,1,17,10,12,0,0,0,0.667,171,42,0.2,34,2,11,0,2,34,0,0,12,11,2.32
2023,横浜DeNAベイスターズ,,山﨑　康晃,49,3,7,20,8,11,0,0,0,0.3,189,45,0.1,48,7,8,0,1,54,1,0,22,22,4.37
2023,東京ヤクルトスワローズ,*,石川　雅規,13,2,5,0,0,0,0,0,0,0.286,267,63,0.1,75,11,6,0,0,22,1,0,32,28,3.98
2023,東京ヤクルトスワローズ,,石山　泰稚,50,3,6,0,24,27,0,0,0,0.333,208,47,,51,3,13,3,3,41,1,0,27,23,4.4
2023,東京ヤクルトスワローズ,,市川　悠太,4,0,2,0,0,0,0,0,0,0,65,14,,14,4,5,0,4,7,1,0,14,13,8.36
2023,東京ヤクルトスワローズ,,梅野　雄吾,5,0,0,0,0,0,0,0,0,0,36,8,,9,1,4,0,0,4,1,0,3,3,3.38
2023,東京ヤクルトスワローズ,,エスピナル,3,0,0,0,0,0,0,0,0,0,20,5,,1,1,5,0,0,4,0,0,3,3,5.4
2023,東京ヤクルトスワローズ,,大西　広樹,46,2,2,0,6,8,0,0,0,0.5,226,55,,53,3,12,3,3,35,2,0,23,22,3.6
2023,東京ヤクルトスワローズ,,小川　泰弘,23,10,8,0,0,0,0,0,0,0.556,579,144,,124,14,33,2,4,86,2,0,60,54,3.38
2023,東京ヤクルトスワローズ,,尾仲　祐哉,11,0,1,0,0,0,0,0,0,0,72,15,0.2,21,2,7,0,1,8,1,0,9,9,5.17
2023,東京ヤクルトスワローズ,,金久保　優斗,1,0,0,0,0,0,0,0,0,0,16,4,,0,0,3,0,2,2,0,0,0,0,0
2023,東京ヤクルトスワローズ,,木澤　尚文,56,2,3,0,20,22,0,0,0,0.4,227,53,,42,3,26,2,5,49,2,0,19,16,2.72
2023,東京ヤクルトスワローズ,*,久保　拓眞,5,0,0,0,1,1,0,0,0,0,22,3,,8,2,3,1,1,1,0,0,3,2,6
2023,東京ヤクルトスワローズ,,小澤　怜史,29,6,4,0,2,2,1,1,0,0.6,411,101,0.1,83,10,29,1,9,83,1,0,38,34,3.02
2023,東京ヤクルトスワローズ,,今野　龍太,26,1,0,0,2,3,0,0,0,1,133,31,,31,4,10,1,2,13,1,0,13,13,3.77
2023,東京ヤクルトスワローズ,,サイスニード,23,7,8,0,0,0,2,2,1,0.467,569,135,,133,15,36,2,3,103,2,0,61,55,3.67
2023,東京ヤクルトスワローズ,,阪口　皓亮,13,0,2,0,2,2,0,0,0,0,73,16,0.1,19,0,6,2,0,17,1,0,7,6,3.31
2023,東京ヤクルトスワローズ,,清水　昇,56,1,8,0,38,39,0,0,0,0.111,220,54,0.1,50,6,6,2,2,47,1,0,20,18,2.98
2023,東京ヤクルトスワローズ,,高梨　裕稔,15,0,3,0,1,1,0,0,0,0,170,40,0.1,42,6,10,1,1,30,1,0,23,21,4.69
2023,東京ヤクルトスワローズ,*,高橋　奎二,20,4,9,0,0,0,0,0,0,0.308,445,101,0.2,104,20,47,3,6,94,3,0,53,52,4.6
2023,東京ヤクルトスワローズ,*,田口　麗斗,50,3,5,33,6,9,0,0,0,0.375,193,48,0.1,39,2,13,1,0,55,1,0,11,10,1.86
2023,東京ヤクルトスワローズ,*,成田　翔,3,0,0,0,0,0,0,0,0,0,17,3,0.1,4,0,1,0,2,2,1,0,2,2,5.4
2023,東京ヤクルトスワローズ,*,長谷川　宙輝,1,0,0,0,0,0,0,0,0,0,12,2,,3,1,3,0,0,1,0,0,3,3,13.5
2023,東京ヤクルトスワローズ,*,ピーターズ,18,6,5,0,0,0,0,0,0,0.545,415,100,0.2,99,8,21,3,5,66,1,0,41,36,3.22
2023,東京ヤクルトスワローズ,,星　知弥,47,2,2,0,20,22,0,0,0,0.5,161,40,,34,4,16,4,1,48,2,0,15,15,3.38
2023,東京ヤクルトスワローズ,,丸山　翔大,22,0,0,0,0,0,0,0,0,0,117,26,0.2,20,3,16,2,2,25,1,0,12,12,4.05
2023,東京ヤクルトスワローズ,*,山野　太一,5,1,3,0,0,0,0,0,0,0.25,112,26,,25,2,11,2,1,15,0,1,13,12,4.15
2023,東京ヤクルトスワローズ,*,山本　大貴,42,2,0,0,9,11,0,0,0,1,148,35,0.1,32,4,13,4,3,26,2,0,11,10,2.55
