年度,チーム,選手名,選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
2011,北海道日本ハムファイターズ,*,佐藤　賢治,8,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.143,0.143,0.143
2011,北海道日本ハムファイターズ,+,スケールズ,80,317,287,34,75,11,0,9,113,30,2,0,0,1,25,0,4,103,3,0.261,0.394,0.328
2011,北海道日本ハムファイターズ,+,杉谷　拳士,50,110,92,9,17,3,1,0,22,7,7,3,11,0,5,0,2,21,1,0.185,0.239,0.242
2011,北海道日本ハムファイターズ,,関口　雄大,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,ダルビッシュ　有,28,7,6,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0.333,0.333,0.429
2011,北海道日本ハムファイターズ,*,武田　久,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,武田　勝,25,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
2011,北海道日本ハムファイターズ,,多田野　数人,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,田中　賢介,49,220,200,25,58,6,1,1,69,10,8,3,2,1,17,0,0,21,1,0.29,0.345,0.344
2011,北海道日本ハムファイターズ,,谷元　圭介,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,鶴岡　慎也,76,202,185,12,44,9,1,1,58,15,1,2,12,1,3,0,1,24,2,0.238,0.314,0.253
2011,北海道日本ハムファイターズ,,中嶋　聡,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,中島　卓也,8,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2011,北海道日本ハムファイターズ,,中田　翔,143,572,527,49,125,32,2,18,215,91,4,0,0,8,31,2,6,133,12,0.237,0.408,0.283
2011,北海道日本ハムファイターズ,,中村　勝,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,二岡　智宏,55,117,103,12,29,2,0,3,40,14,0,0,1,0,13,1,0,22,2,0.282,0.388,0.362
2011,北海道日本ハムファイターズ,*,根本　朋久,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,林　昌範,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,ホフパワー,122,373,329,29,73,14,0,12,123,36,0,2,0,6,38,3,0,99,7,0.222,0.374,0.298
2011,北海道日本ハムファイターズ,,増井　浩俊,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,宮西　尚生,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,村田　和哉,52,23,22,10,7,0,0,0,7,1,4,2,1,0,0,0,0,6,0,0.318,0.318,0.318
2011,北海道日本ハムファイターズ,*,八木　智哉,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,矢貫　俊之,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,陽　岱鋼,141,603,537,66,147,23,4,6,196,36,19,2,38,1,22,0,5,134,5,0.274,0.365,0.308
2011,北海道日本ハムファイターズ,*,吉川　光夫,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,北海道日本ハムファイターズ,,渡部　龍一,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,横浜ベイスターズ,,阿斗里,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,横浜ベイスターズ,*,荒波　翔,28,92,86,11,22,1,1,0,25,1,6,1,5,0,1,0,0,23,0,0.256,0.291,0.264
2011,横浜ベイスターズ,*,石川　雄洋,125,530,466,49,121,11,1,0,134,22,12,7,32,0,30,0,2,95,8,0.26,0.288,0.307
2011,横浜ベイスターズ,,一輝,49,59,58,5,12,3,1,0,17,6,0,0,1,0,0,0,0,21,2,0.207,0.293,0.207
2011,横浜ベイスターズ,,井手　正太郎,13,24,23,1,5,0,0,0,5,1,0,0,1,0,0,0,0,6,0,0.217,0.217,0.217
2011,横浜ベイスターズ,*,稲田　直人,61,42,42,4,10,1,0,0,11,2,0,0,0,0,0,0,0,11,0,0.238,0.262,0.238
2011,横浜ベイスターズ,,牛田　成樹,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,,江尻　慎太郎,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,+,大家　友和,7,11,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0
2011,横浜ベイスターズ,,大沼　幸二,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,*,大原　慎司,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,,加賀　繁,29,14,13,0,2,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0.154,0.154,0.154
2011,横浜ベイスターズ,,加賀美　希昇,1,2,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1
2011,横浜ベイスターズ,*,北　篤,12,25,21,0,5,1,0,0,6,1,0,0,1,1,2,0,0,9,1,0.238,0.286,0.292
2011,横浜ベイスターズ,+,金城　龍彦,108,354,324,24,88,13,1,3,112,29,1,0,6,5,16,0,3,35,8,0.272,0.346,0.307
2011,横浜ベイスターズ,,国吉　佑樹,8,16,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0
2011,横浜ベイスターズ,,黒羽根　利規,45,114,97,5,17,3,0,1,23,5,0,0,6,0,11,2,0,27,3,0.175,0.237,0.259
2011,横浜ベイスターズ,,桑原　義行,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,横浜ベイスターズ,*,ゴンザレス,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,,小杉　陽太,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2011,横浜ベイスターズ,,小林　寛,6,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,,小林　太志,17,18,16,0,2,0,0,0,2,0,0,0,2,0,0,0,0,9,0,0.125,0.125,0.125
2011,横浜ベイスターズ,*,佐藤　祥万,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,,真田　裕貴,53,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,横浜ベイスターズ,*,篠原　貴行,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,,清水　直行,7,13,9,1,2,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0.222,0.222,0.222
2011,横浜ベイスターズ,*,下園　辰哉,85,350,298,31,79,10,1,4,103,25,2,2,5,0,45,0,2,54,5,0.265,0.346,0.365
2011,横浜ベイスターズ,*,スレッジ,95,373,339,45,88,15,0,20,163,57,0,1,0,4,26,0,4,90,5,0.26,0.481,0.316
2011,横浜ベイスターズ,,須田　幸太,17,25,18,2,4,0,0,0,4,0,0,0,7,0,0,0,0,7,0,0.222,0.222,0.222
2011,横浜ベイスターズ,,高崎　健太郎,30,47,41,1,3,0,0,0,3,0,0,0,5,0,1,0,0,13,0,0.073,0.073,0.095
2011,横浜ベイスターズ,,武山　真吾,46,102,88,4,11,3,0,1,17,5,0,0,6,1,4,0,3,26,4,0.125,0.193,0.188
2011,横浜ベイスターズ,*,田中　健二朗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,*,筒香　嘉智,40,160,145,16,35,10,0,8,69,22,1,0,0,1,13,0,1,51,4,0.241,0.476,0.306
2011,横浜ベイスターズ,*,内藤　雄太,99,198,184,18,41,8,0,1,52,20,0,0,0,3,11,1,0,58,2,0.223,0.283,0.263
2011,横浜ベイスターズ,,中村　紀洋,62,126,115,6,24,3,1,1,32,14,0,1,0,2,9,0,0,27,1,0.209,0.278,0.262
2011,横浜ベイスターズ,,新沼　慎二,45,70,62,8,15,2,0,1,20,6,0,0,2,0,5,1,1,18,1,0.242,0.323,0.309
2011,横浜ベイスターズ,*,ハーパー,103,350,320,23,89,17,0,9,133,39,0,0,0,3,27,1,0,87,15,0.278,0.416,0.331
2011,横浜ベイスターズ,,ハミルトン,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2011,横浜ベイスターズ,+,早川　大輔,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,横浜ベイスターズ,*,ブランドン,12,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.25,0.25,0.25
2011,横浜ベイスターズ,,福山　博之,19,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011,横浜ベイスターズ,,藤江　均,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,横浜ベイスターズ,*,藤田　一也,96,208,188,16,57,8,1,1,70,15,0,0,3,0,10,0,7,20,3,0.303,0.372,0.361
2011,横浜ベイスターズ,,細山田　武史,84,157,130,5,27,3,0,1,33,11,0,0,13,1,8,1,5,54,1,0.208,0.254,0.278
2011,横浜ベイスターズ,*,眞下　貴之,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2011,横浜ベイスターズ,*,松本　啓二朗,47,116,104,9,22,4,1,0,28,11,2,2,6,2,4,0,0,15,2,0.212,0.269,0.236
2011,横浜ベイスターズ,,三浦　大輔,18,40,35,0,3,0,0,0,3,0,0,0,5,0,0,0,0,14,0,0.086,0.086,0.086
2011,横浜ベイスターズ,,村田　修一,144,592,530,65,134,28,1,20,224,70,0,0,0,6,44,4,12,103,19,0.253,0.423,0.321
2011,横浜ベイスターズ,,森本　稀哲,48,153,134,13,25,3,1,1,33,9,0,1,9,1,8,0,1,42,4,0.187,0.246,0.236
2011,横浜ベイスターズ,,山口　俊,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,横浜ベイスターズ,,山崎　憲晴,21,41,38,1,4,0,0,0,4,1,0,1,1,0,2,0,0,14,1,0.105,0.105,0.15
2011,横浜ベイスターズ,*,山本　省吾,21,19,16,0,2,0,0,0,2,0,0,0,2,0,1,0,0,7,0,0.125,0.125,0.176
2011,横浜ベイスターズ,,吉村　裕基,81,245,220,25,44,8,1,5,69,11,0,1,2,1,15,0,7,59,3,0.2,0.314,0.272
2011,横浜ベイスターズ,,リーチ,8,13,13,1,4,1,0,0,5,1,0,0,0,0,0,0,0,6,1,0.308,0.385,0.308
2011,横浜ベイスターズ,,渡辺　直人,126,469,403,33,107,16,2,1,130,24,7,5,19,0,36,0,11,73,13,0.266,0.323,0.342
2011,オリックスバファローズ,+,赤田　将吾,77,246,226,17,69,8,1,0,79,17,0,3,2,0,18,0,0,52,3,0.305,0.35,0.357
2011,オリックスバファローズ,*,阿南　徹,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,荒金　久雄,38,92,83,8,17,5,0,2,28,8,0,0,0,0,8,0,1,24,0,0.205,0.337,0.283
2011,オリックスバファローズ,*,李　承ヨプ,122,432,394,28,79,20,0,15,144,51,0,0,0,6,32,1,0,121,8,0.201,0.365,0.257
2011,オリックスバファローズ,,伊藤　光,66,188,160,15,25,7,0,2,38,11,3,2,14,1,11,0,2,57,0,0.156,0.238,0.218
2011,オリックスバファローズ,*,伊原　正樹,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,大引　啓次,127,501,405,36,99,15,2,1,121,34,3,3,42,1,52,0,1,66,3,0.244,0.299,0.331
2011,オリックスバファローズ,,カラバイヨ,4,12,11,1,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0.091,0.091,0.167
2011,オリックスバファローズ,,梶本　達哉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,+,梶本　勇介,43,100,93,6,19,2,0,0,21,2,0,1,5,0,2,0,0,25,0,0.204,0.226,0.221
2011,オリックスバファローズ,,香月　良太,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,+,金子　圭輔,11,16,12,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0.077
2011,オリックスバファローズ,*,金子　千尋,20,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
2011,オリックスバファローズ,,鴨志田　貴司,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,木佐貫　洋,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,岸田　護,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,北川　博敏,51,172,159,11,41,11,0,1,55,17,0,0,1,2,8,0,2,23,4,0.258,0.346,0.298
2011,オリックスバファローズ,,桑原　謙太朗,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,*,後藤　光尊,130,553,526,54,164,19,4,8,215,55,14,6,0,5,17,2,5,74,9,0.312,0.409,0.336
2011,オリックスバファローズ,,小林　雅英,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,小松　聖,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,近藤　一樹,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,斉藤　俊雄,35,81,70,5,17,1,0,0,18,2,0,0,5,0,3,0,3,30,0,0.243,0.257,0.303
2011,オリックスバファローズ,*,坂口　智隆,144,651,590,84,175,20,7,3,218,45,5,5,2,1,54,2,4,77,11,0.297,0.369,0.359
2011,オリックスバファローズ,,下山　真二,14,32,27,3,9,3,0,0,12,0,0,0,3,0,1,0,1,9,3,0.333,0.444,0.379
2011,オリックスバファローズ,*,駿太,30,47,40,4,4,1,0,0,5,1,0,1,6,0,1,0,0,13,0,0.1,0.125,0.122
2011,オリックスバファローズ,,鈴木　郁洋,89,171,152,11,31,7,0,0,38,7,3,0,11,1,5,0,2,34,2,0.204,0.25,0.238
2011,オリックスバファローズ,*,高宮　和也,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,田口　壮,62,239,198,27,54,10,0,0,64,15,3,1,23,0,15,1,3,36,5,0.273,0.323,0.333
2011,オリックスバファローズ,,竹原　直隆,29,85,78,3,16,0,0,1,19,7,0,0,0,2,5,0,0,16,2,0.205,0.244,0.247
2011,オリックスバファローズ,,辻　俊哉,8,16,11,0,2,1,0,0,3,0,0,0,4,0,1,0,0,4,2,0.182,0.273,0.25
2011,オリックスバファローズ,*,坪井　智哉,3,8,8,0,2,1,0,0,3,1,0,0,0,0,0,0,0,2,0,0.25,0.375,0.25
2011,オリックスバファローズ,*,Ｔ－岡田,134,550,492,61,128,26,0,16,202,85,4,0,0,4,39,1,15,116,10,0.26,0.411,0.331
2011,オリックスバファローズ,,寺原　隼人,25,12,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0.083
2011,オリックスバファローズ,*,中山　慎也,28,7,5,1,2,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0.4,0.6,0.5
2011,オリックスバファローズ,,西　勇輝,25,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5
2011,オリックスバファローズ,,西川　雅人,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,+,野中　信吾,12,3,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0
2011,オリックスバファローズ,,バルディリス,137,544,479,49,128,16,1,18,200,66,2,4,3,5,38,1,19,72,12,0.267,0.418,0.342
2011,オリックスバファローズ,,朴　贊浩,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011,オリックスバファローズ,,比嘉　幹貴,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,*,日高　剛,26,50,44,1,3,1,0,0,4,2,0,0,0,0,5,0,1,12,1,0.068,0.091,0.18
2011,オリックスバファローズ,,平野　佳寿,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,フィガロ,24,4,4,1,1,0,0,1,4,1,0,0,0,0,0,0,0,3,0,0.25,1,0.25
2011,オリックスバファローズ,*,深江　真登,29,13,12,7,4,0,0,0,4,0,1,0,1,0,0,0,0,5,0,0.333,0.333,0.333
2011,オリックスバファローズ,*,古川　秀一,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,ヘスマン,48,142,130,9,25,6,0,6,49,14,0,0,0,0,11,0,1,46,2,0.192,0.377,0.261
2011,オリックスバファローズ,*,マクレーン,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,オリックスバファローズ,,前田　大輔,12,24,20,0,1,0,0,0,1,0,0,0,3,0,1,0,0,5,0,0.05,0.05,0.095
2011,オリックスバファローズ,*,森山　周,82,125,113,19,21,1,0,0,22,4,5,2,6,0,6,0,0,19,1,0.186,0.195,0.227
2011,オリックスバファローズ,,山崎　浩司,48,85,77,6,19,1,0,1,23,10,3,1,1,1,5,0,1,10,3,0.247,0.299,0.298
2011,オリックスバファローズ,,横山　徹也,5,11,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0.2
2011,オリックスバファローズ,*,由田　慎太郎,32,92,78,8,16,3,0,1,22,4,1,0,5,1,7,0,1,12,1,0.205,0.282,0.276
2011,オリックスバファローズ,*,吉野　誠,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,*,阿部　慎之助,138,556,467,72,159,22,1,27,264,104,0,0,2,8,69,6,9,47,11,0.34,0.565,0.429
2012,読売ジャイアンツ,*,石井　義人,51,64,54,4,17,2,0,0,19,14,0,0,1,2,7,0,0,9,0,0.315,0.352,0.381
2012,読売ジャイアンツ,,一岡　竜司,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,市川　友也,5,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.125
2012,読売ジャイアンツ,*,隠善　智也,22,25,21,0,2,0,0,0,2,1,0,0,0,0,4,0,0,4,0,0.095,0.095,0.24
2012,読売ジャイアンツ,*,内海　哲也,28,63,52,4,4,0,0,0,4,4,0,0,7,0,4,0,0,23,1,0.077,0.077,0.143
2012,読売ジャイアンツ,,エドガー,57,190,174,13,41,12,0,4,65,19,0,2,1,1,13,0,1,46,6,0.236,0.374,0.291
2012,読売ジャイアンツ,,江柄子　裕樹,7,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012,読売ジャイアンツ,,大田　泰示,21,70,63,9,16,4,1,2,28,7,3,2,0,0,7,0,0,15,3,0.254,0.444,0.329
2012,読売ジャイアンツ,*,小笠原　道大,34,99,92,4,14,3,0,0,17,4,0,0,1,1,5,0,0,22,1,0.152,0.185,0.194
2012,読売ジャイアンツ,,越智　大祐,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,小野　淳平,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,読売ジャイアンツ,,笠原　将生,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.25
2012,読売ジャイアンツ,,加治前　竜一,47,68,62,1,15,2,0,0,17,8,1,0,1,1,4,0,0,11,1,0.242,0.274,0.284
2012,読売ジャイアンツ,,加藤　健,13,20,19,1,3,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0.158,0.158,0.2
2012,読売ジャイアンツ,*,亀井　義行,60,117,110,12,26,7,3,2,45,11,0,0,2,0,4,1,1,13,3,0.236,0.409,0.27
2012,読売ジャイアンツ,,久保　裕也,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,ゴンザレス,11,16,14,2,2,0,0,0,2,0,0,0,1,0,1,0,0,4,0,0.143,0.143,0.2
2012,読売ジャイアンツ,,小山　雄輝,10,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0.091,0.091,0.091
2012,読売ジャイアンツ,,坂本　勇人,144,619,557,87,173,35,2,14,254,69,16,1,12,5,39,1,6,90,5,0.311,0.456,0.359
2012,読売ジャイアンツ,,真田　裕貴,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,實松　一成,58,92,74,6,14,3,0,2,23,5,0,0,6,0,9,2,3,26,0,0.189,0.311,0.302
2012,読売ジャイアンツ,,澤村　拓一,27,54,48,0,4,1,0,0,5,3,0,0,5,0,1,0,0,26,0,0.083,0.104,0.102
2012,読売ジャイアンツ,*,杉内　俊哉,24,51,44,0,2,0,0,0,2,0,0,0,3,0,4,0,0,23,1,0.045,0.045,0.125
2012,読売ジャイアンツ,,鈴木　尚広,91,21,20,17,5,0,0,0,5,3,16,2,0,0,1,0,0,3,0,0.25,0.25,0.286
2012,読売ジャイアンツ,*,高木　京介,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,*,高木　康成,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,高口　隆行,4,6,6,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0.167,0.333,0.167
2012,読売ジャイアンツ,*,高橋　由伸,130,442,368,30,88,17,0,8,129,56,2,3,1,4,61,4,8,77,14,0.239,0.351,0.356
2012,読売ジャイアンツ,,谷　佳知,89,255,229,19,59,5,0,3,73,22,1,2,11,1,14,2,0,48,5,0.258,0.319,0.299
2012,読売ジャイアンツ,*,田原　誠次,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,長野　久義,144,653,574,84,173,29,2,14,248,60,20,7,2,1,75,5,1,100,5,0.301,0.432,0.382
2012,読売ジャイアンツ,,寺内　崇幸,103,225,191,22,46,5,1,1,56,5,11,2,13,2,16,0,3,43,6,0.241,0.293,0.307
2012,読売ジャイアンツ,,東野　峻,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,中井　大介,16,31,26,1,7,0,1,0,9,1,1,0,0,0,5,0,0,7,0,0.269,0.346,0.387
2012,読売ジャイアンツ,,中谷　仁,5,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2012,読売ジャイアンツ,,西村　健太朗,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,野間口　貴彦,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,福田　聡志,50,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012,読売ジャイアンツ,*,藤村　大介,109,279,238,30,60,7,2,0,71,10,14,7,26,0,15,0,0,35,2,0.252,0.298,0.296
2012,読売ジャイアンツ,*,古城　茂幸,65,149,129,12,27,4,1,0,33,8,2,0,6,2,12,3,0,28,5,0.209,0.256,0.273
2012,読売ジャイアンツ,*,ボウカー,69,204,184,12,36,10,1,3,57,10,2,0,2,0,16,2,2,54,3,0.196,0.31,0.267
2012,読売ジャイアンツ,,ホールトン,25,52,48,3,8,0,0,1,11,5,0,0,3,0,1,0,0,28,0,0.167,0.229,0.184
2012,読売ジャイアンツ,*,星野　真澄,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2012,読売ジャイアンツ,,マシソン,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,*,松本　哲也,83,229,198,29,51,7,2,0,62,11,12,2,12,2,17,0,0,34,4,0.258,0.313,0.313
2012,読売ジャイアンツ,,宮國　椋丞,17,35,29,1,1,0,0,0,1,2,0,0,5,0,1,0,0,17,0,0.034,0.034,0.067
2012,読売ジャイアンツ,,村田　修一,144,575,516,49,130,27,0,12,193,58,1,3,2,6,36,3,15,85,16,0.252,0.374,0.316
2012,読売ジャイアンツ,,矢野　謙次,62,119,101,10,31,4,1,1,40,4,0,0,4,0,12,2,2,18,4,0.307,0.396,0.391
2012,読売ジャイアンツ,*,山口　鉄也,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,読売ジャイアンツ,,ロメロ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,阪神タイガース,*,秋山　拓巳,2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.333,0.333,0.333
2012,阪神タイガース,,浅井　良,62,86,76,6,16,3,0,0,19,9,0,0,5,2,3,0,0,15,2,0.211,0.25,0.235
2012,阪神タイガース,,新井　貴浩,122,493,460,46,115,25,0,9,167,52,1,3,0,2,30,2,1,85,12,0.25,0.363,0.296
2012,阪神タイガース,,新井　良太,110,370,322,38,90,18,0,11,141,32,1,0,3,1,38,0,6,73,7,0.28,0.438,0.365
2012,阪神タイガース,,安藤　優也,13,21,21,1,2,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0.095,0.095,0.095
2012,阪神タイガース,,伊藤　和雄,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,阪神タイガース,*,伊藤　隼太,22,56,54,2,8,1,0,1,12,5,0,1,0,0,2,0,0,18,0,0.148,0.222,0.179
2012,阪神タイガース,*,今成　亮太,60,103,96,4,28,3,0,0,31,4,0,0,1,0,6,1,0,19,4,0.292,0.323,0.333
2012,阪神タイガース,*,岩田　稔,25,46,39,0,6,1,0,0,7,0,0,0,5,0,2,0,0,14,0,0.154,0.179,0.195
2012,阪神タイガース,*,岩本　輝,3,8,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0.125
