年度,チーム,選手名,選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
2020,横浜Denaベイスターズ,,髙城　俊人,23,46,42,4,8,0,0,3,17,5,0,0,1,0,2,0,1,22,1,0.19,0.405,0.244
2020,横浜Denaベイスターズ,*,戸柱　恭孝,96,276,259,21,55,8,1,5,80,23,0,2,5,1,11,0,0,53,8,0.212,0.309,0.244
2020,横浜Denaベイスターズ,,中井　大介,69,105,100,12,25,3,1,2,36,4,1,0,1,0,3,0,1,23,1,0.25,0.36,0.279
2020,横浜Denaベイスターズ,,中川　虎大,3,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5
2020,横浜Denaベイスターズ,,パットン,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,横浜Denaベイスターズ,*,濵口　遥大,16,31,26,0,2,0,0,0,2,0,0,0,4,0,1,0,0,15,0,0.077,0.077,0.111
2020,横浜Denaベイスターズ,,ピープルズ,10,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0.083,0.083,0.083
2020,横浜Denaベイスターズ,,平田　真吾,43,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
2020,横浜Denaベイスターズ,*,藤岡　好明,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,横浜Denaベイスターズ,,細川　成也,19,54,51,6,12,2,0,1,17,1,1,0,0,0,2,0,1,20,1,0.235,0.333,0.278
2020,横浜Denaベイスターズ,,三上　朋也,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,横浜Denaベイスターズ,+,三嶋　一輝,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,横浜Denaベイスターズ,,嶺井　博希,41,60,55,2,18,3,0,0,21,8,0,0,0,0,4,0,1,14,1,0.327,0.382,0.383
2020,横浜Denaベイスターズ,,宮﨑　敏郎,113,460,429,47,129,26,1,14,199,53,0,0,0,3,24,2,4,29,15,0.301,0.464,0.341
2020,横浜Denaベイスターズ,*,宮本　秀明,6,5,5,1,2,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0.4,0.4,0.4
2020,横浜Denaベイスターズ,,武藤　祐太,22,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
2020,横浜Denaベイスターズ,*,百瀬　大騎,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25
2020,横浜Denaベイスターズ,*,森　敬斗,8,12,12,3,3,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0.25,0.333,0.25
2020,横浜Denaベイスターズ,,山﨑　康晃,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,横浜Denaベイスターズ,*,山下　幸輝,39,46,43,2,9,2,0,0,11,1,0,0,0,0,3,0,0,7,1,0.209,0.256,0.261
2020,横浜Denaベイスターズ,,大和,85,225,199,23,56,7,1,4,77,23,3,3,3,3,20,0,0,28,8,0.281,0.387,0.342
2020,横浜Denaベイスターズ,,山本　祐大,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,横浜Denaベイスターズ,,ロペス,81,305,293,26,72,8,0,12,116,42,0,0,0,2,10,1,0,36,8,0.246,0.396,0.269
2020,東京ヤクルトスワローズ,*,青木　宣親,107,425,357,64,113,30,1,18,199,51,2,1,0,1,62,2,5,51,6,0.317,0.557,0.424
2020,東京ヤクルトスワローズ,,荒木　貴裕,63,84,73,10,12,1,1,1,18,7,0,0,3,1,6,1,1,18,3,0.164,0.247,0.235
2020,東京ヤクルトスワローズ,,イノーア,9,6,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0
2020,東京ヤクルトスワローズ,,五十嵐　亮太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,*,石川　雅規,15,27,24,0,1,0,0,0,1,0,0,0,2,0,1,0,0,9,0,0.042,0.042,0.08
2020,東京ヤクルトスワローズ,,石山　泰稚,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,井野　卓,32,22,19,1,2,0,1,0,4,4,0,0,2,0,1,0,0,6,1,0.105,0.211,0.15
2020,東京ヤクルトスワローズ,*,上田　剛史,53,61,56,13,7,1,0,0,8,2,5,0,2,1,2,0,0,15,3,0.125,0.143,0.153
2020,東京ヤクルトスワローズ,,梅野　雄吾,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,エスコバー,104,402,377,27,103,14,2,1,124,30,6,7,1,2,13,6,9,52,9,0.273,0.329,0.312
2020,東京ヤクルトスワローズ,*,大下　佑馬,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,*,太田　賢吾,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020,東京ヤクルトスワローズ,,大西　広樹,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,東京ヤクルトスワローズ,,小川　泰弘,20,47,38,1,5,0,0,0,5,2,0,0,6,0,3,0,0,16,0,0.132,0.132,0.195
2020,東京ヤクルトスワローズ,,奥川　恭伸,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,風張　蓮,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,東京ヤクルトスワローズ,*,金久保　優斗,3,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0.25,0.5,0.25
2020,東京ヤクルトスワローズ,*,川端　慎吾,39,42,39,3,5,0,0,0,5,2,0,0,0,0,3,0,0,4,1,0.128,0.128,0.19
2020,東京ヤクルトスワローズ,*,クック,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,東京ヤクルトスワローズ,*,久保　拓眞,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,古賀　優大,27,46,42,0,2,0,0,0,2,1,0,0,1,1,0,0,2,4,4,0.048,0.048,0.089
2020,東京ヤクルトスワローズ,,近藤　一樹,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,今野　龍太,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,歳内　宏明,7,12,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.083,0.083,0.083
2020,東京ヤクルトスワローズ,*,坂口　智隆,114,458,398,55,98,14,1,9,141,36,4,5,3,3,47,1,7,60,8,0.246,0.354,0.334
2020,東京ヤクルトスワローズ,*,坂本　光士郎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,塩見　泰隆,43,179,154,20,43,4,2,8,75,21,13,2,3,0,17,0,5,44,4,0.279,0.487,0.369
2020,東京ヤクルトスワローズ,,嶋　基宏,20,45,41,2,4,2,0,0,6,4,0,0,1,0,3,0,0,19,1,0.098,0.146,0.159
2020,東京ヤクルトスワローズ,*,清水　昇,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,スアレス,12,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0
2020,東京ヤクルトスワローズ,,高梨　裕稔,18,32,29,1,6,0,0,0,6,0,0,1,2,0,1,0,0,14,0,0.207,0.207,0.233
2020,東京ヤクルトスワローズ,*,高橋　奎二,10,17,15,0,1,0,0,0,1,0,0,0,0,0,2,0,0,8,0,0.067,0.067,0.176
2020,東京ヤクルトスワローズ,*,武岡　龍世,5,12,9,0,3,0,0,0,3,0,0,0,1,0,2,0,0,3,0,0.333,0.333,0.455
2020,東京ヤクルトスワローズ,*,田代　将太郎,46,53,47,5,7,1,1,0,10,2,1,1,1,0,5,0,0,16,0,0.149,0.213,0.231
2020,東京ヤクルトスワローズ,*,寺島　成輝,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,*,中尾　輝,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,*,長岡　秀樹,6,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0.083,0.083,0.083
2020,東京ヤクルトスワローズ,*,中澤　雅人,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,中村　悠平,29,92,80,10,14,2,0,0,16,3,0,1,2,1,9,0,0,14,2,0.175,0.2,0.256
2020,東京ヤクルトスワローズ,,中山　翔太,29,53,48,4,11,1,0,4,24,8,0,0,0,1,3,0,1,19,2,0.229,0.5,0.283
2020,東京ヤクルトスワローズ,,西浦　直亨,101,310,286,24,70,10,0,10,110,43,4,2,4,2,16,3,2,74,11,0.245,0.385,0.288
2020,東京ヤクルトスワローズ,,西田　明央,69,215,190,20,44,5,0,7,70,20,0,1,1,1,20,2,3,48,4,0.232,0.368,0.313
2020,東京ヤクルトスワローズ,*,長谷川　宙輝,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,濱田　太貴,33,105,100,7,20,4,0,3,33,7,0,0,0,0,5,0,0,30,1,0.2,0.33,0.238
2020,東京ヤクルトスワローズ,,原　樹理,5,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333
2020,東京ヤクルトスワローズ,,廣岡　大志,87,142,121,15,26,4,0,8,54,15,4,0,3,2,16,0,0,43,4,0.215,0.446,0.302
2020,東京ヤクルトスワローズ,*,藤井　亮太,10,20,18,1,5,0,0,0,5,0,0,0,1,0,1,0,0,3,0,0.278,0.278,0.316
2020,東京ヤクルトスワローズ,,星　知弥,36,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
2020,東京ヤクルトスワローズ,,マクガフ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,東京ヤクルトスワローズ,,松本　直樹,6,14,13,0,3,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0.231,0.231,0.286
2020,東京ヤクルトスワローズ,*,松本　友,9,11,10,2,2,1,0,0,3,0,0,0,0,0,1,0,0,3,1,0.2,0.3,0.273
2020,東京ヤクルトスワローズ,*,宮本　丈,94,171,146,16,40,8,0,2,54,12,3,1,5,0,18,0,2,23,3,0.274,0.37,0.361
2020,東京ヤクルトスワローズ,*,村上　宗隆,120,515,424,70,130,30,2,28,248,86,11,5,0,1,87,12,3,115,8,0.307,0.585,0.427
2020,東京ヤクルトスワローズ,*,山崎　晃大朗,109,323,282,29,69,6,1,3,86,23,8,9,7,2,31,0,1,70,5,0.245,0.305,0.32
2020,東京ヤクルトスワローズ,,山田　哲人,94,384,334,52,85,17,1,12,140,52,8,4,0,2,48,3,0,83,6,0.254,0.419,0.346
2020,東京ヤクルトスワローズ,*,山田　大樹,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
2020,東京ヤクルトスワローズ,,山中　浩史,6,11,10,2,1,1,0,0,2,2,0,0,0,0,1,0,0,5,0,0.1,0.2,0.182
2020,東京ヤクルトスワローズ,*,雄平,43,113,103,6,23,4,0,0,27,9,3,0,0,3,6,0,1,23,2,0.223,0.262,0.265
2020,東京ヤクルトスワローズ,,吉田　大喜,14,22,19,1,3,1,0,0,4,4,0,0,2,1,0,0,0,7,0,0.158,0.211,0.15
2020,東京ヤクルトスワローズ,*,吉田　大成,8,11,9,0,1,1,0,0,2,1,0,0,1,0,1,0,0,2,1,0.111,0.222,0.2
2020,東京ヤクルトスワローズ,,渡邉　大樹,33,12,11,7,3,0,0,0,3,0,2,2,0,0,1,0,0,3,0,0.273,0.273,0.333
2020,広島東洋カープ,,會澤　翼,79,263,229,25,61,13,0,7,95,36,2,0,1,0,22,2,11,51,8,0.266,0.415,0.359
2020,広島東洋カープ,*,安部　友裕,26,44,38,6,7,3,0,0,10,2,0,1,2,0,4,0,0,17,1,0.184,0.263,0.262
2020,広島東洋カープ,,石原　慶幸,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,広島東洋カープ,,磯村　嘉孝,31,55,48,4,10,3,0,1,16,1,0,0,3,0,4,0,0,8,2,0.208,0.333,0.269
2020,広島東洋カープ,,一岡　竜司,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,今村　猛,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,上本　崇司,56,62,52,8,11,2,0,0,13,4,2,0,3,0,5,0,2,4,3,0.212,0.25,0.305
2020,広島東洋カープ,*,宇草　孔基,13,47,43,5,11,1,1,0,14,3,3,2,0,0,3,0,1,7,0,0.256,0.326,0.319
2020,広島東洋カープ,,遠藤　淳志,19,36,32,1,6,0,0,0,6,2,0,0,3,0,1,0,0,12,1,0.188,0.188,0.212
2020,広島東洋カープ,,大瀬良　大地,11,24,19,4,5,0,0,1,8,4,0,0,4,0,1,0,0,6,0,0.263,0.421,0.3
2020,広島東洋カープ,*,大盛　穂,73,148,135,21,35,5,3,2,52,16,5,3,0,1,11,1,1,50,1,0.259,0.385,0.318
2020,広島東洋カープ,*,菊池　保則,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,菊池　涼介,106,429,376,43,102,19,4,10,159,41,3,2,16,1,35,2,1,68,9,0.271,0.423,0.334
2020,広島東洋カープ,,九里　亜蓮,20,42,33,0,2,0,0,0,2,1,0,0,8,0,1,0,0,24,0,0.061,0.061,0.088
2020,広島東洋カープ,*,桒原　樹,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,ケムナ　誠,41,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.333
2020,広島東洋カープ,,小窪　哲也,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0.333
2020,広島東洋カープ,*,小園　海斗,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,広島東洋カープ,*,坂倉　将吾,81,228,209,24,60,15,1,3,86,26,1,1,0,0,17,1,2,36,6,0.287,0.411,0.346
2020,広島東洋カープ,*,Ｋ．ジョンソン,10,15,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0.071,0.071,0.071
2020,広島東洋カープ,*,ＤＪ．ジョンソン,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,島内　颯太郎,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,正隨　優弥,7,8,7,1,1,0,0,1,4,1,0,0,0,0,1,0,0,1,1,0.143,0.571,0.25
2020,広島東洋カープ,,白濱　裕太,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,スコット,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,鈴木　誠也,118,514,430,85,129,26,2,25,234,75,6,4,0,3,72,9,9,73,15,0.3,0.544,0.409
2020,広島東洋カープ,*,曽根　海成,33,17,16,13,4,1,0,0,5,1,5,3,0,0,1,0,0,5,0,0.25,0.313,0.294
2020,広島東洋カープ,,髙橋　大樹,14,16,15,1,3,0,0,0,3,0,0,0,0,0,1,0,0,5,0,0.2,0.2,0.25
2020,広島東洋カープ,*,高橋　樹也,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,*,田中　広輔,112,454,378,51,95,11,5,8,140,39,8,4,12,4,55,3,5,86,1,0.251,0.37,0.351
2020,広島東洋カープ,,田中　法彦,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,長野　久義,95,299,267,30,76,17,1,10,125,42,1,0,0,2,29,0,1,61,5,0.285,0.468,0.355
2020,広島東洋カープ,,堂林　翔太,111,451,401,55,112,21,0,14,175,58,17,4,3,2,41,2,4,91,12,0.279,0.436,0.35
2020,広島東洋カープ,*,床田　寛樹,15,30,27,2,5,1,0,0,6,1,0,0,3,0,0,0,0,6,0,0.185,0.222,0.185
2020,広島東洋カープ,,中﨑　翔太,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,中田　廉,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,*,中村　恭平,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,中村　奨成,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,広島東洋カープ,,中村　祐太,8,14,13,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0.077,0.077,0.077
2020,広島東洋カープ,*,西川　龍馬,76,328,296,36,90,18,0,6,126,32,6,1,2,0,28,1,2,52,6,0.304,0.426,0.368
2020,広島東洋カープ,*,野間　峻祥,70,56,50,10,12,0,0,0,12,1,2,3,2,0,4,0,0,17,0,0.24,0.24,0.296
2020,広島東洋カープ,,野村　祐輔,13,25,20,1,2,0,0,0,2,0,0,0,2,0,3,0,0,11,0,0.1,0.1,0.217
2020,広島東洋カープ,*,羽月　隆太郎,17,40,33,3,6,1,1,0,9,4,0,2,5,0,2,0,0,7,0,0.182,0.273,0.229
2020,広島東洋カープ,*,林　晃汰,4,8,8,1,1,1,0,0,2,0,0,0,0,0,0,0,0,5,1,0.125,0.25,0.125
2020,広島東洋カープ,,ピレラ,99,337,316,47,84,9,2,11,130,34,2,3,0,0,19,2,2,53,4,0.266,0.411,0.312
2020,広島東洋カープ,*,フランスア,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,藤井　黎來,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,*,塹江　敦哉,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,広島東洋カープ,*,松山　竜平,108,425,404,38,112,27,1,9,168,67,0,1,0,3,17,4,1,72,11,0.277,0.416,0.306
2020,広島東洋カープ,,三好　匠,62,29,24,3,3,0,0,0,3,2,0,0,2,1,2,0,0,5,0,0.125,0.125,0.185
2020,広島東洋カープ,,メヒア,37,85,80,4,15,2,0,2,23,4,1,0,0,0,5,0,0,21,3,0.188,0.288,0.235
2020,広島東洋カープ,*,モンティージャ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,森下　暢仁,18,46,39,0,6,2,0,0,8,3,0,0,6,0,0,0,1,16,0,0.154,0.205,0.175
2020,広島東洋カープ,,矢崎　拓也,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,広島東洋カープ,,薮田　和樹,28,7,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0.167
2020,福岡ソフトバンクホークス,*,明石　健志,63,172,154,20,39,9,1,2,56,17,4,2,5,1,12,0,0,32,1,0.253,0.364,0.305
2020,福岡ソフトバンクホークス,,石川　柊太,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,泉　圭輔,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,今宮　健太,43,177,164,30,44,7,2,6,73,22,2,0,5,3,5,1,0,22,2,0.268,0.445,0.285
2020,福岡ソフトバンクホークス,,岩嵜　翔,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,上林　誠知,69,178,160,17,29,4,1,6,53,20,8,2,2,1,11,0,4,39,1,0.181,0.331,0.25
2020,福岡ソフトバンクホークス,,海野　隆司,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2020,福岡ソフトバンクホークス,*,大竹　耕太郎,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,尾形　崇斗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,奥村　政稔,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,甲斐　拓也,104,360,289,44,61,15,0,11,109,33,4,4,22,3,43,0,3,80,7,0.211,0.377,0.317
2020,福岡ソフトバンクホークス,*,笠谷　俊介,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,加治屋　蓮,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,釜元　豪,32,29,26,5,5,0,0,0,5,2,3,0,0,0,3,0,0,10,1,0.192,0.192,0.276
2020,福岡ソフトバンクホークス,*,嘉弥真　新也,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,川島　慶三,59,162,137,21,36,4,0,4,52,9,0,4,2,0,19,0,4,17,2,0.263,0.38,0.369
2020,福岡ソフトバンクホークス,*,川瀬　晃,70,164,141,12,27,6,1,0,35,10,2,1,10,1,11,0,1,26,0,0.191,0.248,0.253
2020,福岡ソフトバンクホークス,*,川原　弘之,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,グラシアル,69,276,256,30,71,12,0,10,113,35,2,0,0,1,16,2,3,62,2,0.277,0.441,0.326
2020,福岡ソフトバンクホークス,,九鬼　隆平,5,5,4,2,1,0,0,1,4,1,0,0,0,0,1,0,0,2,0,0.25,1,0.4
2020,福岡ソフトバンクホークス,*,栗原　陵矢,118,500,440,52,107,21,3,17,185,73,5,5,11,6,38,0,5,90,7,0.243,0.42,0.307
2020,福岡ソフトバンクホークス,,椎野　新,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,周東　佑京,103,346,307,48,83,8,7,1,108,27,50,6,11,2,24,0,2,79,2,0.27,0.352,0.325
2020,福岡ソフトバンクホークス,,杉山　一樹,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,千賀　滉大,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,高橋　礼,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,髙谷　裕亮,33,62,52,6,13,3,0,2,22,10,0,0,4,0,4,0,2,19,0,0.25,0.423,0.328
2020,福岡ソフトバンクホークス,,武田　翔太,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,津森　宥紀,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,デスパイネ,25,97,85,9,19,1,0,6,38,12,0,0,0,0,12,1,0,11,5,0.224,0.447,0.32
2020,福岡ソフトバンクホークス,*,中村　晃,100,413,362,43,98,13,2,6,133,50,0,0,3,6,39,0,3,47,4,0.271,0.367,0.341
2020,福岡ソフトバンクホークス,,西田　哲朗,36,11,11,6,1,0,0,0,1,1,2,1,0,0,0,0,0,4,0,0.091,0.091,0.091
2020,福岡ソフトバンクホークス,,二保　旭,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,バレンティン,60,218,191,16,32,7,0,9,66,22,0,1,0,2,25,1,0,59,8,0.168,0.346,0.261
2020,福岡ソフトバンクホークス,,バンデンハーク,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,長谷川　勇也,29,87,76,6,17,5,0,1,25,7,0,0,0,0,10,0,1,18,2,0.224,0.329,0.322
2020,福岡ソフトバンクホークス,,板東　湧梧,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,東浜　巨,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,古谷　優人,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,牧原　大成,77,180,170,25,41,7,2,1,55,8,6,1,4,2,3,0,1,25,2,0.241,0.324,0.256
2020,福岡ソフトバンクホークス,,真砂　勇介,50,41,35,9,11,2,1,1,18,6,2,2,0,0,4,0,2,11,0,0.314,0.514,0.415
2020,福岡ソフトバンクホークス,,松田　宣浩,116,431,395,36,90,16,3,13,151,46,1,0,0,3,32,0,1,76,2,0.228,0.382,0.285
2020,福岡ソフトバンクホークス,*,松本　裕樹,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,三森　大貴,24,46,43,4,7,2,0,0,9,2,1,1,1,0,1,0,1,17,0,0.163,0.209,0.2
2020,福岡ソフトバンクホークス,*,ムーア,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,モイネロ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,,森　唯斗,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,柳田　悠岐,119,515,427,90,146,23,5,29,266,86,7,2,0,3,84,8,1,103,2,0.342,0.623,0.449
2020,福岡ソフトバンクホークス,*,柳町　達,12,6,4,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,0.25,0.4
2020,福岡ソフトバンクホークス,*,和田　毅,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,福岡ソフトバンクホークス,*,渡邉　雄大,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,埼玉西武ライオンズ,,愛斗,7,14,13,0,2,0,0,0,2,3,0,0,0,1,0,0,0,5,2,0.154,0.154,0.143
2020,埼玉西武ライオンズ,,伊藤　翔,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,埼玉西武ライオンズ,,今井　達也,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
